Frequency (Hz),Amplitude
15.5,5.315973899857595e-05
15.625,2.3153424956274024e-05
15.75,2.4155210461499958e-05
15.875,1.140906507454329e-05
16.0,5.501307374709326e-05
16.125,2.7867392827416798e-05
16.25,3.920538100027627e-05
16.375,2.583455124007284e-05
16.5,4.479436022255393e-05
16.625,4.627220704226311e-05
16.75,6.746018435183372e-05
16.875,1.2448306216825954e-05
17.0,6.792496950535822e-05
17.125,1.6855708888554415e-05
17.25,7.5527249366946385e-06
17.375,1.5076822020218364e-05
17.5,2.6647275748334493e-05
17.625,2.6408374294907533e-05
17.75,5.009705470523798e-05
17.875,2.597137388513322e-05
18.0,5.2920717156896824e-05
18.125,1.760961195096518e-05
18.25,5.5096825208895915e-05
18.375,3.2773042239552655e-05
18.5,2.757978523705452e-05
18.625,8.862603325684205e-05
18.75,3.3254059610038575e-05
18.875,1.218610977687288e-05
19.0,1.8477127377479552e-05
19.125,1.1631306155247952e-05
19.25,5.252621643720991e-05
19.375,5.169066288090689e-05
19.5,4.727343100862888e-05
19.625,2.9584178713921818e-05
19.75,5.424742653413609e-05
19.875,4.555134635938008e-05
20.0,2.3905545310108086e-05
20.125,3.304364477361104e-05
20.25,3.0131886820005688e-05
20.375,3.728510847463573e-05
20.5,4.123380059319791e-05
20.625,5.719742421470917e-05
20.75,4.267499088941341e-05
20.875,7.24654379528356e-05
21.0,3.836570917540775e-05
21.125,4.8517741477077555e-05
21.25,2.4269549168788184e-05
21.375,1.051415678660799e-05
21.5,3.741909535084371e-05
21.625,1.0442885076971939e-05
21.75,1.420800880922845e-05
21.875,8.762130703989307e-06
22.0,1.6789608189586775e-05
22.125,3.7089600942209714e-05
22.25,4.399201346566271e-05
22.375,2.615752990704591e-05
22.5,4.059420974811004e-05
22.625,2.899040232330096e-05
22.75,3.595311691128052e-05
22.875,3.390267718321477e-05
23.0,3.584159296131576e-05
23.125,2.46027984086703e-05
23.25,2.900199789554157e-05
23.375,5.000162076155196e-05
23.5,3.307672482746529e-05
23.625,1.768676384074247e-05
23.75,5.07385801597264e-05
23.875,2.9005094968934403e-06
24.0,1.8754500100872915e-05
24.125,8.677580524561979e-05
24.25,2.0907346288570645e-05
24.375,3.025920755170991e-05
24.5,2.5275058812360307e-05
24.625,2.183265482525331e-05
24.75,4.0155602661797695e-05
24.875,5.113427219149461e-05
25.0,2.786394056450009e-05
25.125,2.5870409734576323e-05
25.25,4.152105714547211e-05
25.375,2.2754352081942527e-06
25.5,1.4992303019838891e-05
25.625,1.5198599217287137e-05
25.75,5.658011907098746e-06
25.875,2.475973963983318e-05
26.0,2.6160462979436768e-05
26.125,1.2790519530895395e-05
26.25,3.08630519349749e-05
26.375,3.803122307225511e-05
26.5,4.505261788373959e-05
26.625,1.750463306680576e-05
26.75,2.81007072183046e-05
26.875,4.7919345281897346e-05
27.0,1.8724136652083538e-05
27.125,1.3375898173826632e-05
27.25,1.3094878934939325e-05
27.375,4.08789727359776e-05
27.5,3.978771583108436e-05
27.625,8.642193437399428e-06
27.75,2.1039582074453327e-05
27.875,3.608118392570104e-05
28.0,4.5368758454867437e-05
28.125,2.7225796260955037e-05
28.25,2.1934832115251002e-05
28.375,1.5760056664299787e-05
28.5,3.9737626829626144e-05
28.625,0.0001040085673515623
28.75,0.0001124790355228524
28.875,3.4514645177786266e-05
29.0,4.145124891007747e-05
29.125,2.4544382022106814e-05
29.25,1.579146829291507e-05
29.375,3.9640667582671895e-05
29.5,3.600853265889725e-05
29.625,3.0840791227455804e-05
29.75,4.722751784487515e-05
29.875,4.022051177852003e-05
30.0,2.9818203255221093e-05
30.125,2.435351222210529e-05
30.25,4.7667901662952204e-05
30.375,2.1690580428862695e-05
30.5,2.862693699278732e-05
30.625,5.4733947257724816e-06
30.75,5.587653241609369e-06
30.875,3.4687974165638214e-05
31.0,2.437166674948463e-05
31.125,1.232188217826434e-05
31.25,9.655661887442143e-06
31.375,4.7924373049467284e-05
31.5,9.48757376755025e-06
31.625,8.663726404813033e-06
31.75,1.378843694641377e-05
31.875,3.5724881492109766e-05
32.0,2.6005694194565712e-05
32.125,4.739331221314416e-05
32.25,3.122414951150164e-05
32.375,1.781922971081199e-05
32.5,2.4037753611546157e-05
32.625,1.7081257641375527e-05
32.75,5.308937865600395e-06
32.875,9.96833698700488e-06
33.0,6.6067107634959395e-06
33.125,2.941749776588974e-05
33.25,1.5601048134256548e-05
33.375,3.2704528929289985e-05
33.5,2.1420522766429434e-05
33.625,1.7694473174918925e-05
33.75,3.25729121780803e-05
33.875,3.0131016758383526e-05
34.0,3.448603642666532e-05
34.125,2.8147177261093194e-05
34.25,6.080052993902363e-06
34.375,1.9385789593690587e-05
34.5,3.798323219530089e-06
34.625,1.1623849749725615e-05
34.75,1.1427575467748906e-05
34.875,1.371892627429018e-05
35.0,4.0138032635225943e-05
35.125,2.3420592490368602e-05
35.25,1.9790912987325537e-05
35.375,2.444172507197242e-05
35.5,1.9826068161900426e-05
35.625,1.7729841731323737e-05
35.75,1.6798430754234613e-05
35.875,2.2360936048147236e-05
36.0,2.9198023896292182e-05
36.125,7.250362157542366e-06
36.25,3.45224081599821e-05
36.375,1.472403919380108e-05
36.5,1.5151928610131587e-05
36.625,1.4219785715805593e-05
36.75,3.200036116989399e-05
36.875,7.223619173007008e-05
37.0,2.7203571944475674e-05
37.125,8.382915171795378e-06
37.25,3.003538767241857e-05
37.375,8.896495828767139e-06
37.5,1.771940880159491e-05
37.625,1.0328145725466262e-05
37.75,3.60114706875703e-05
37.875,3.07271900857914e-05
38.0,1.8596378142874428e-05
38.125,2.7056123438476237e-05
38.25,2.2270905735197457e-05
38.375,1.2208896435429611e-05
38.5,2.7736974282649603e-05
38.625,1.7058802682584857e-05
38.75,1.9512981066753988e-05
38.875,2.1224570149729263e-05
39.0,2.4386484634725837e-05
39.125,2.5976834311156775e-05
39.25,3.169171468382608e-05
39.375,6.754482228183937e-05
39.5,1.3529788044664707e-05
39.625,1.9627893154334153e-05
39.75,4.84595703004007e-05
39.875,8.224405679200285e-06
40.0,2.410188539879628e-05
40.125,1.3692550296784446e-05
40.25,1.2834354082349186e-05
40.375,1.2867357120760924e-05
40.5,4.222651527201317e-05
40.625,4.62907089426788e-05
40.75,4.311436193718617e-06
40.875,2.2876142632953218e-05
41.0,1.6095581154137245e-05
41.125,1.805374958383467e-05
41.25,1.3700714805399913e-05
41.375,6.308585654631025e-06
41.5,1.7191637765722532e-05
41.625,2.3280315616355985e-05
41.75,1.5022730587125348e-05
41.875,3.930360572786525e-05
42.0,4.6580184229077655e-06
42.125,2.9446384988325e-05
42.25,1.795212889311479e-05
42.375,6.382827046383741e-06
42.5,1.8531856031446868e-05
42.625,3.622405398822517e-05
42.75,4.256650864228954e-06
42.875,9.653120101077457e-06
43.0,2.6331603618964354e-05
43.125,1.5463000064498124e-05
43.25,9.716510984340801e-06
43.375,2.373450758134066e-05
43.5,5.26227912492327e-06
43.625,1.8313685643037137e-05
43.75,1.9769909280467303e-05
43.875,2.1716163950762072e-05
44.0,6.446967643641144e-06
44.125,1.7719388082829372e-05
44.25,1.4288695584520937e-05
44.375,4.347370858592884e-05
44.5,1.4198489838722295e-05
44.625,1.6637032428655142e-05
44.75,4.0289290028960205e-05
44.875,2.8900868947233566e-05
45.0,1.856611240467994e-05
45.125,4.5931228722505795e-06
45.25,2.9921446720677858e-05
45.375,2.273586330429047e-05
45.5,3.9228442029634635e-06
45.625,2.1399049605700284e-05
45.75,1.8963832189121333e-05
45.875,8.365019560601322e-06
46.0,3.005143116221635e-05
46.125,1.57259044819414e-05
46.25,1.2784489175517582e-05
46.375,7.4148071305432505e-06
46.5,1.5133131306964563e-05
46.625,3.1017799801297434e-05
46.75,2.8119179566284435e-05
46.875,2.553985795936264e-05
47.0,2.2444976880985938e-05
47.125,2.7489001623838417e-05
47.25,4.226505210907965e-05
47.375,3.5316017848911705e-05
47.5,3.018250431105343e-05
47.625,2.0005869609280563e-05
47.75,1.6070018786020998e-05
47.875,2.8798382374420102e-05
48.0,2.939630524319241e-05
48.125,1.6661657299238227e-05
48.25,1.3714314096487968e-05
48.375,8.042808350387595e-06
48.5,2.3148114603609706e-05
48.625,1.3730126147464032e-05
48.75,1.8269665720968834e-05
48.875,1.6307123349233915e-05
49.0,1.1933697507531665e-05
49.125,3.213119929960764e-05
49.25,3.492564317936942e-05
49.375,1.8395307229739878e-05
49.5,2.3487468091868242e-05
49.625,7.755857874601414e-06
49.75,1.707404983502192e-05
49.875,9.82992895538684e-06
50.0,2.3850298767117695e-05
50.125,2.745397637827836e-05
50.25,2.4153204443430332e-05
50.375,2.5707597560218778e-05
50.5,2.625207526120522e-05
50.625,2.2095011402908228e-05
50.75,8.017333376597796e-06
50.875,1.742708160368518e-05
51.0,1.1881469933466386e-05
51.125,2.0913087904368498e-05
51.25,6.247714235325722e-06
51.375,1.8841819230300207e-05
51.5,2.8868438215801085e-05
51.625,2.2673630445409383e-05
51.75,1.6117204321292095e-05
51.875,2.304885346857012e-05
52.0,3.899243371936572e-05
52.125,6.012788087129681e-05
52.25,3.4567804678584036e-05
52.375,7.672468779213749e-06
52.5,2.4226714044822952e-05
52.625,9.387511908626496e-06
52.75,1.18711176391873e-05
52.875,1.3391540161405423e-05
53.0,2.2938642776556315e-05
53.125,1.1704564231905632e-05
53.25,1.109296845418863e-05
53.375,3.168799942671776e-05
53.5,2.2253042993794677e-05
53.625,9.326043296526285e-06
53.75,3.0448125510365732e-05
53.875,2.2935432970580287e-05
54.0,1.3755732741357888e-05
54.125,1.325260265955568e-05
54.25,1.7476928453228372e-05
54.375,1.2458230554574992e-05
54.5,1.7774620746028062e-05
54.625,1.609840876431908e-05
54.75,4.818281772709908e-06
54.875,5.596453245451516e-06
55.0,1.5498906657298385e-05
55.125,1.2641685434500338e-05
55.25,1.849305803600271e-05
55.375,1.9471026027037253e-05
55.5,6.66738378014095e-06
55.625,2.420855435478786e-05
55.75,1.1276388708141182e-05
55.875,6.6126129287395575e-06
56.0,2.7892528139518135e-05
56.125,6.422376905066674e-06
56.25,1.2730137716880206e-05
56.375,2.0748590218709937e-05
56.5,6.618237371677e-06
56.625,1.0488782487102108e-05
56.75,1.0432521571736124e-05
56.875,5.413302410158139e-05
57.0,8.40796794191368e-06
57.125,7.212603663536775e-06
57.25,3.07908100554468e-05
57.375,0.0001915145607268265
57.5,3.894276693541342e-05
57.625,1.3460734097144489e-05
57.75,1.2977681155893296e-05
57.875,3.2176251683407064e-05
58.0,2.8794298096620256e-05
58.125,6.757111791473259e-05
58.25,0.00029817318828880734
58.375,4.548265979979013e-05
58.5,4.073084010232129e-05
58.625,1.5152396249664523e-05
58.75,2.5907145461839396e-05
58.875,4.533134668693909e-05
59.0,3.262230157272353e-05
59.125,3.712287611485915e-05
59.25,6.914817986649095e-05
59.375,0.00010301371854799922
59.5,0.00011856844729251789
59.625,5.3181292723872016e-05
59.75,3.4425293861357614e-05
59.875,1.3288891416742637e-05
60.0,2.375276133896065e-05
60.125,3.209285378369639e-05
60.25,1.996353470756923e-05
60.375,1.6338796699384804e-05
60.5,3.2216925895747304e-05
60.625,2.127195735414788e-05
60.75,1.612684130791266e-05
60.875,1.5502941218298608e-05
61.0,7.582898270204265e-06
61.125,4.328215625238167e-06
61.25,1.0329901482519078e-05
61.375,4.1757896098580816e-05
61.5,2.1045462713285306e-05
61.625,2.5195353500191737e-05
61.75,1.6528341071421037e-05
61.875,2.2132638922273555e-05
62.0,2.0390736963599002e-05
62.125,2.6676290564870955e-05
62.25,2.0772068151107052e-05
62.375,1.687116918237476e-05
62.5,1.780724850231285e-05
62.625,1.4372641747388314e-05
62.75,1.9338562428392755e-05
62.875,1.0859462624325073e-05
63.0,5.813005326784408e-06
63.125,2.433870817683418e-05
63.25,2.9209125299254994e-06
63.375,2.2058099406050528e-05
63.5,9.133307179655709e-06
63.625,5.608084467559696e-06
63.75,2.2890371178724522e-05
63.875,1.5001750172531956e-05
64.0,1.3903023088946074e-05
64.125,1.2288107642665448e-05
64.25,1.2009744612720286e-05
64.375,8.488846435722625e-06
64.5,9.943614616109054e-06
64.625,1.8378250768089405e-05
64.75,8.046083721464983e-06
64.875,1.1351332501949815e-05
65.0,1.0160599357077018e-05
65.125,7.74719281453199e-06
65.25,1.9886787924358024e-05
65.375,1.992339549065173e-05
65.5,1.9595446597260927e-05
65.625,2.1452823615839958e-05
65.75,2.5155708219602967e-05
65.875,8.519540143304199e-07
66.0,1.2928253622479652e-05
66.125,1.1798485253122638e-05
66.25,1.7303375163527526e-05
66.375,3.90836010702419e-05
66.5,1.1259290970704386e-05
66.625,1.9185518110962577e-05
66.75,1.9375833071566805e-05
66.875,1.8243765874685043e-05
67.0,2.6603229488305094e-05
67.125,1.1830793699603591e-05
67.25,5.399904412419427e-05
67.375,1.845488013567201e-05
67.5,1.6918597164849575e-05
67.625,2.4393628306319978e-05
67.75,1.9768550634552014e-05
67.875,1.3132399019802995e-05
68.0,1.2468379614894581e-05
68.125,2.237970359548364e-05
68.25,2.7059240377831145e-05
68.375,2.0610004007371926e-05
68.5,3.0156463506530602e-05
68.625,2.697062174107405e-05
68.75,3.431034494370765e-05
68.875,5.894926085028603e-05
69.0,3.368416237696841e-05
69.125,9.55862501436174e-06
69.25,1.2128760280987168e-05
69.375,1.5410086873893766e-05
69.5,1.680078641247175e-05
69.625,1.2150691977364051e-05
69.75,2.331441837830129e-05
69.875,1.2471288900593008e-05
70.0,9.616065964348017e-06
70.125,1.3239669392829725e-05
70.25,4.8540240020301715e-05
70.375,3.4909381570235085e-05
70.5,1.225512311373859e-05
70.625,1.538834274955931e-05
70.75,2.6440410881788795e-05
70.875,1.2696549488933132e-05
71.0,1.0143652862511322e-05
71.125,2.4533294214100535e-05
71.25,6.667880964356284e-06
71.375,2.4412894579178925e-05
71.5,1.1941498956246287e-05
71.625,8.950593552082078e-06
71.75,1.8433614622696377e-05
71.875,1.7190788445667886e-06
72.0,6.9569573221158026e-06
72.125,5.790420848776849e-06
72.25,2.550937379978582e-05
72.375,2.202696626169859e-05
72.5,2.581827271790677e-06
72.625,5.516228237073611e-05
72.75,2.3299267987643465e-05
72.875,2.015387445313613e-05
73.0,3.500636328849101e-05
73.125,1.0465884665661303e-05
73.25,1.4268281074059326e-05
73.375,1.4652283718251952e-05
73.5,2.496760878708762e-05
73.625,9.988958029293227e-06
73.75,2.867517280738251e-05
73.875,1.3398472406690326e-05
74.0,2.2564110663491652e-05
74.125,6.017058224398474e-06
74.25,5.43186360022233e-06
74.375,2.227497308399502e-05
74.5,9.00298259078348e-06
74.625,3.824927146436406e-05
74.75,1.0077594064312142e-05
74.875,1.4309052107957414e-05
75.0,1.1157440554073601e-05
75.125,1.7659008403983897e-05
75.25,6.7369535193436875e-06
75.375,1.758959936288662e-05
75.5,3.187615416086947e-05
75.625,1.4409281355029503e-05
75.75,2.5992523667611062e-05
75.875,1.987190094730157e-05
76.0,1.7435810813979347e-05
76.125,2.7792287289708408e-05
76.25,3.561225259055487e-05
76.375,2.772458880348407e-06
76.5,2.0020514327811987e-05
76.625,3.21427380853759e-05
76.75,5.979469963776116e-06
76.875,3.366116368256068e-05
77.0,2.4778900266499558e-05
77.125,5.011776082476986e-06
77.25,3.363406563612527e-05
77.375,2.1315515787720733e-05
77.5,6.397273130853704e-06
77.625,2.8461131386187527e-05
77.75,1.2460478138108407e-05
77.875,4.088076680111135e-06
78.0,2.597438228822886e-05
78.125,1.9298760969544967e-05
78.25,1.1294172437525282e-05
78.375,1.739087592511149e-05
78.5,1.2173224459024682e-05
78.625,1.930911404682478e-05
78.75,2.2506836156817624e-05
78.875,6.803470421723751e-06
79.0,6.080015920257324e-06
79.125,9.587491618833416e-06
79.25,1.8735929188102826e-05
79.375,1.983131641849447e-05
79.5,4.885392329259855e-06
79.625,6.4308154785761975e-06
79.75,2.2390980523026628e-05
79.875,1.375869953106474e-05
80.0,2.11837541555804e-06
80.125,1.5006074300231486e-05
80.25,1.4460602487085662e-05
80.375,2.2086235677567456e-05
80.5,1.4388860244300766e-05
80.625,2.2957998079249684e-05
80.75,4.8260666840191995e-05
80.875,3.611144310128424e-05
81.0,1.858656023951037e-05
81.125,1.7201821725544624e-05
81.25,1.1350267031555523e-05
81.375,9.930662176820863e-06
81.5,1.461058034741674e-05
81.625,1.665318166816892e-05
81.75,1.6721334763605808e-05
81.875,1.8774898491849007e-05
82.0,1.7076766259683333e-05
82.125,1.4720068814812289e-05
82.25,2.537104823106124e-06
82.375,2.1739251798245438e-05
82.5,9.306353454969183e-06
82.625,1.28273801786996e-05
82.75,1.6428695962607527e-05
82.875,7.97314547774926e-06
83.0,2.1735368705487912e-05
83.125,8.170954835392806e-06
83.25,8.52038686187169e-06
83.375,1.3128454702831467e-05
83.5,1.0168676500078637e-05
83.625,2.557549060777862e-05
83.75,3.259720762713345e-06
83.875,3.2134282502115386e-06
84.0,2.9633915226387775e-05
84.125,1.3590635528045819e-05
84.25,3.0231031537446556e-05
84.375,1.2765690230531004e-05
84.5,6.926637581058564e-06
84.625,1.7275268687328754e-05
84.75,2.189868880378447e-05
84.875,1.4431686917746227e-05
85.0,9.050785613897512e-06
85.125,3.5525850460935274e-05
85.25,1.5937546200491567e-05
85.375,2.0407555174337444e-05
85.5,1.6298793457882472e-05
85.625,3.410076733083339e-05
85.75,2.008490444375826e-05
85.875,3.7419321041260574e-05
86.0,0.0001252302328916367
86.125,0.00020521812554921118
86.25,6.85583074229502e-05
86.375,4.58919305795294e-05
86.5,3.957651606736384e-05
86.625,3.655149226909809e-05
86.75,3.969071895432869e-05
86.875,3.0265082531951165e-05
87.0,1.5156636548121588e-05
87.125,4.292812807630779e-06
87.25,2.862848430318423e-05
87.375,2.8809675695160636e-05
87.5,1.3851516572571548e-05
87.625,1.5404329212414965e-05
87.75,1.2205463240358827e-05
87.875,5.6574481345115544e-05
88.0,1.2270451364585608e-05
88.125,7.784989147752093e-06
88.25,1.7329904379607498e-05
88.375,1.615948013087693e-05
88.5,2.6258034636721217e-05
88.625,3.2286349964236886e-06
88.75,1.967985013225933e-05
88.875,2.0959255326714456e-05
89.0,1.4588699315502296e-05
89.125,8.43935828366621e-06
89.25,1.6806274678185573e-05
89.375,8.39563395840116e-06
89.5,1.0867310734940087e-05
89.625,8.354724268269194e-06
89.75,6.374461430462111e-06
89.875,2.107243254747234e-05
90.0,2.286913427596319e-05
90.125,6.747910302778252e-06
90.25,6.265349594190412e-06
90.375,1.8456719145998147e-05
90.5,1.9434144470375866e-05
90.625,2.4221719232837293e-05
90.75,1.951283093432216e-05
90.875,1.0660173661723996e-05
91.0,1.1114342716152043e-05
91.125,2.2804245227730348e-05
91.25,3.24816855470614e-05
91.375,1.3252102539052429e-05
91.5,9.167451247475154e-06
91.625,1.042992583383776e-05
91.75,1.9293218556323802e-05
91.875,1.1389968904423458e-05
92.0,3.2585612337779726e-06
92.125,9.167904844925158e-06
92.25,2.1311490595055198e-05
92.375,1.5824496273083154e-05
92.5,9.886548995128722e-06
92.625,1.3442454865988846e-05
92.75,1.3337863315306182e-05
92.875,1.5207376798800854e-05
93.0,2.6271280783865447e-05
93.125,9.800838584560759e-06
93.25,2.019707335643482e-05
93.375,1.6548626891031973e-05
93.5,1.3672016740427841e-05
93.625,1.0865812942344869e-05
93.75,7.099030275354631e-06
93.875,7.16133263016111e-06
94.0,2.3479371228290973e-05
94.125,1.2879378160121549e-05
94.25,1.1008025784785528e-05
94.375,1.0574044846124277e-05
94.5,2.241470893815575e-05
94.625,8.0563679559868e-06
94.75,1.5478269355561466e-05
94.875,4.473246278293137e-06
95.0,2.287321863924817e-05
95.125,2.605127205100743e-05
95.25,1.0314742131525084e-05
95.375,1.801457292119719e-05
95.5,4.907258753477465e-06
95.625,1.42797599012739e-06
95.75,1.6301935265860298e-05
95.875,2.8477892966318848e-05
96.0,1.0436916162024742e-05
96.125,1.0615982912556716e-05
96.25,2.6354240399739166e-05
96.375,8.415070724697708e-07
96.5,6.792505263704487e-06
96.625,2.047018929361376e-05
96.75,1.740692803532018e-05
96.875,1.3933458483525204e-05
97.0,1.0051171457287798e-05
97.125,1.3410305732228798e-05
97.25,2.4887970973599928e-05
97.375,1.262756402748387e-05
97.5,2.7495894264797216e-05
97.625,8.033218260038099e-05
97.75,1.3686769314856264e-05
97.875,1.615449394623982e-05
98.0,1.0745953359055382e-05
98.125,1.1507368347056153e-05
98.25,1.1143587225456364e-05
98.375,2.138062213938688e-06
98.5,1.2144415832353832e-05
98.625,2.754580822798262e-05
98.75,8.549532645534959e-06
98.875,7.864400613441244e-06
99.0,1.603649905980502e-05
99.125,1.6268537914848993e-05
99.25,1.506634313091916e-05
99.375,8.434599045757915e-06
99.5,1.3289365178024819e-05
99.625,1.2304047437479137e-05
99.75,1.3425110947837825e-05
99.875,8.973267549362809e-06
100.0,8.093647582061394e-06
100.125,9.773533314819914e-06
100.25,1.979127182214093e-05
100.375,2.8533723363132725e-05
100.5,1.3464075759606354e-05
100.625,1.7143741387450724e-05
100.75,2.4594390129717155e-05
100.875,1.0112618465132637e-05
101.0,6.190199680265471e-06
101.125,7.522777548929046e-06
101.25,1.7126890182993648e-05
101.375,1.7850947428537741e-06
101.5,2.012741966602338e-05
101.625,2.6396017185250984e-05
101.75,1.2393317289822762e-05
101.875,1.3011720643771785e-05
102.0,2.0127468527191828e-05
102.125,2.8007279550652736e-05
102.25,2.6958154562207263e-05
102.375,1.4479557849335462e-05
102.5,7.108188626240417e-06
102.625,1.6968907709531106e-05
102.75,2.0274619276309628e-05
102.875,1.2092454863631194e-05
103.0,1.673222019083107e-05
103.125,7.1322852650191655e-06
103.25,0.00014851196125335847
103.375,1.2098861416566525e-05
103.5,1.4410117290312778e-05
103.625,2.8095202222485113e-05
103.75,1.9711193803769885e-05
103.875,7.3178738180939685e-06
104.0,7.122018092085135e-06
104.125,1.0204556886082977e-05
104.25,9.108643573978148e-06
104.375,1.5089277187480416e-05
104.5,5.8078554226312845e-06
104.625,2.9766363607230838e-05
104.75,2.7131899699425195e-05
104.875,5.969087630533714e-06
105.0,1.0224451917352277e-05
105.125,1.0046072543049931e-05
105.25,7.934186198369915e-06
105.375,1.3284063487319428e-05
105.5,8.551958137027209e-06
105.625,1.6588176788112928e-05
105.75,1.0780787440287897e-05
105.875,8.726933851630083e-06
106.0,1.2368328050634015e-05
106.125,9.516766786084773e-06
106.25,6.921421543797921e-06
106.375,1.4306527415965788e-05
106.5,1.2250219818077667e-05
106.625,6.675800033383565e-06
106.75,1.711516145505505e-05
106.875,1.889058487284775e-05
107.0,1.1169315322322973e-05
107.125,1.3142813758240992e-05
107.25,1.4149919868195859e-05
107.375,1.8840579669057498e-05
107.5,1.2460350476012792e-05
107.625,2.1730145356826663e-05
107.75,1.3805693092208383e-05
107.875,7.206210623208907e-06
108.0,2.7956241956000206e-05
108.125,7.714140294683209e-06
108.25,1.7597251941979663e-05
108.375,1.5001872544243813e-05
108.5,3.3662790610404636e-06
108.625,9.1367065743759e-06
108.75,1.7982997541219232e-05
108.875,1.8917287673120207e-05
109.0,1.5095924212427079e-05
109.125,4.0113478293347196e-05
109.25,1.2181204253776418e-05
109.375,1.3114529194042962e-05
109.5,1.0647059868794199e-05
109.625,2.6387137456439802e-05
109.75,1.9072078985798956e-05
109.875,4.033897356932499e-05
110.0,2.47684135105409e-05
110.125,2.692841196369478e-05
110.25,2.671301151705543e-05
110.375,1.7982851000216887e-05
110.5,1.029003320739161e-05
110.625,1.4388408084723789e-05
110.75,1.3523099904402692e-05
110.875,3.275703842362375e-05
111.0,3.521533565088529e-05
111.125,8.60515875103811e-06
111.25,3.0486003001067323e-05
111.375,1.7207978641056047e-05
111.5,1.6533830808106884e-05
111.625,1.3523369898907109e-05
111.75,1.0958819822057157e-06
111.875,1.344663299168036e-05
112.0,2.013633210997873e-05
112.125,1.7707415146519075e-05
112.25,2.491559233971829e-05
112.375,3.967783799753965e-05
112.5,4.1906603321463536e-05
112.625,5.246999874596747e-05
112.75,0.00010599403687709716
112.875,0.0003371888697822421
113.0,0.00019163117810335357
