Frequency (Hz),Amplitude
19.875,2.0850271864502046e-05
20.0,2.2978510843636007e-05
20.125,2.0903740691000422e-05
20.25,2.273042123126176e-05
20.375,1.903996259682792e-05
20.5,2.064640392134373e-05
20.625,2.2726332225958203e-05
20.75,2.0570286808282268e-05
20.875,2.02054551522575e-05
21.0,2.3052567069344036e-05
21.125,2.3554463957882545e-05
21.25,2.477855227684672e-05
21.375,2.3583055286026212e-05
21.5,2.2551295890879488e-05
21.625,2.0512626467598133e-05
21.75,2.190900580948767e-05
21.875,2.20690212941584e-05
22.0,2.1481798098259453e-05
22.125,1.2896084619744288e-05
22.25,2.0275102788027914e-05
22.375,2.4472491304824866e-05
22.5,2.1114068844911524e-05
22.625,2.312944071494646e-05
22.75,2.30617334711138e-05
22.875,2.6381959223768348e-05
23.0,2.7041736571280162e-05
23.125,2.417409786838385e-05
23.25,2.3018629769644232e-05
23.375,2.2784481622119597e-05
23.5,2.5452754620189876e-05
23.625,2.3743077345099654e-05
23.75,2.126508765742425e-05
23.875,2.095823838425658e-05
24.0,2.505164228268301e-05
24.125,2.2134173236805165e-05
24.25,1.7928413819858506e-05
24.375,2.3985201832837273e-05
24.5,2.3061075401171768e-05
24.625,1.8151415528543207e-05
24.75,2.6420912706335095e-05
24.875,2.5209744958796377e-05
25.0,2.445001789797202e-05
25.125,2.5736905624899256e-05
25.25,2.495719657204839e-05
25.375,2.6073991365028937e-05
25.5,2.6661173403859635e-05
25.625,2.741943586626317e-05
25.75,2.8472221066943788e-05
25.875,3.065915729236578e-05
26.0,2.670748111208736e-05
26.125,3.022892300784905e-05
26.25,2.8717153993857504e-05
26.375,2.977410806217962e-05
26.5,3.414649103614793e-05
26.625,3.667153925641987e-05
26.75,4.1221171180606484e-05
26.875,6.27224693170921e-05
27.0,1.5026611050622312e-05
27.125,2.8964309140358802e-05
27.25,3.292371484636062e-05
27.375,3.514492296849321e-05
27.5,3.78911997720528e-05
27.625,3.920321017250612e-05
27.75,4.1500519780461605e-05
27.875,4.5021216953163505e-05
28.0,4.6755292025665824e-05
28.125,6.0385127050408096e-05
28.25,7.112469582378862e-05
28.375,8.274557438670211e-05
28.5,0.00010340749135096914
28.625,0.00014916002128968577
28.75,0.00031251163044452283
28.875,0.0011937825216568525
29.0,0.0001809413444192381
29.125,9.047285017991954e-05
29.25,4.6293271254941305e-05
29.375,3.1997853774305234e-05
29.5,3.102797433059873e-05
29.625,2.2034766549514486e-05
29.75,1.5519453949757357e-05
29.875,8.940955014597285e-06
30.0,1.2280541189583339e-05
30.125,9.371406335829496e-06
30.25,7.792332932934867e-06
30.375,1.0040660287446864e-05
30.5,6.475447079606649e-06
30.625,6.8043012644532445e-06
30.75,2.031862217647055e-05
30.875,1.162870511200318e-05
31.0,1.7908462597122546e-05
31.125,5.982966076192335e-05
31.25,1.89524621374029e-05
31.375,8.607167629287274e-06
31.5,1.1938422418374885e-05
31.625,1.1975829217776725e-05
31.75,1.1923564802383745e-05
31.875,1.1118590542410663e-05
32.0,9.591823087380994e-06
32.125,1.2460703845831667e-05
32.25,1.3315099498794304e-05
32.375,1.425155801925428e-05
32.5,1.2148586622759227e-05
32.625,1.0659989257756137e-05
32.75,1.2246178250326538e-05
32.875,1.8659082138951967e-05
33.0,2.348560872993708e-05
33.125,6.198205212097059e-05
33.25,2.2672834033637845e-06
33.375,7.212278137247657e-06
33.5,1.46284409404261e-05
33.625,1.091844351237434e-05
33.75,5.0506273627500455e-06
33.875,7.560617015118416e-06
34.0,1.1081885524160122e-05
34.125,1.2152424709377916e-05
34.25,1.1577967825511276e-05
34.375,1.0645299459009267e-05
34.5,5.328853612831176e-06
34.625,1.8680431329363096e-05
34.75,1.4945592992586895e-05
34.875,1.8862752281877593e-05
35.0,1.1442879831269084e-05
35.125,1.1538018509579174e-05
35.25,1.1716078819658942e-05
35.375,5.306054404545337e-06
35.5,2.0271893801512677e-05
35.625,1.7002014901124304e-05
35.75,1.3555608227904395e-05
35.875,1.6971083124156718e-05
36.0,1.4529203187857984e-05
36.125,1.5396121143059373e-05
36.25,1.761667568661392e-05
36.375,1.2480810257284852e-05
36.5,1.2307241685517757e-05
36.625,8.106689200014789e-06
36.75,1.5225413741907794e-05
36.875,1.2991947212155275e-05
37.0,9.245697192785472e-06
37.125,1.6988717105676127e-05
37.25,2.224265543170397e-05
37.375,1.674132818098796e-05
37.5,1.3246348797764153e-05
37.625,1.9253808080067386e-05
37.75,1.367300248895573e-05
37.875,1.6710723523341687e-05
38.0,1.2339260934770048e-05
38.125,1.785554198223871e-05
38.25,1.2608266522375045e-05
38.375,1.1651057924255813e-05
38.5,1.5106418783470227e-05
38.625,1.028809150687995e-05
38.75,1.2948349945723973e-05
38.875,1.4290994605951347e-05
39.0,1.292618018231136e-05
39.125,1.3480062667972807e-05
39.25,1.1091158646947568e-05
39.375,8.971201664908632e-06
39.5,1.5722840582531752e-05
39.625,9.939976297297444e-06
39.75,1.1339434617554488e-05
39.875,8.88976030731436e-06
40.0,1.7603689390582784e-05
40.125,1.1847966552935254e-05
40.25,1.228960223774059e-05
40.375,1.645369359539543e-05
40.5,2.2191301520771084e-05
40.625,1.48587395117045e-05
40.75,1.537858773859264e-05
40.875,1.479873032478043e-05
41.0,9.915567738071227e-06
41.125,1.5017894776683587e-05
41.25,1.0151835279168455e-05
41.375,1.4181434810857216e-05
41.5,1.2360468477814232e-05
41.625,1.4933077847645232e-05
41.75,1.6712355141609834e-05
41.875,1.6163036297433193e-05
42.0,1.71986053851782e-05
42.125,1.5859682087371764e-05
42.25,1.794243376282163e-05
42.375,1.090954600290421e-05
42.5,1.2046909144645156e-05
42.625,1.363146379728717e-05
42.75,1.1522774264187314e-05
42.875,1.074152068482134e-05
43.0,1.3618802085040896e-05
43.125,1.4644280038326753e-05
43.25,1.4074665895857294e-05
43.375,9.769397501695592e-06
43.5,1.3515083028672583e-05
43.625,1.5802961365495267e-05
43.75,1.6789390874486906e-05
43.875,7.277249510199953e-06
44.0,8.299836686993573e-06
44.125,6.460218872100929e-07
44.25,3.958447931630975e-05
44.375,2.1787455529265916e-05
44.5,1.70856640431101e-05
44.625,1.381502286146073e-05
44.75,2.2709864897741912e-05
44.875,1.8389675526393517e-05
45.0,1.879077127404396e-05
45.125,2.0055970714720523e-05
45.25,1.9405355729368313e-05
45.375,1.6280710833813814e-05
45.5,1.725559759618368e-05
45.625,1.307550227665034e-05
45.75,1.4965318786335496e-05
45.875,1.5052670255470845e-05
46.0,1.552790057530802e-05
46.125,2.8987676042171824e-05
46.25,1.8844499972012485e-05
46.375,2.009906275935077e-05
46.5,1.617024300994924e-05
46.625,2.2984022295729457e-05
46.75,1.4885465031115504e-05
46.875,1.8443193339413618e-05
47.0,1.7469166407430216e-05
47.125,1.1635406503317628e-05
47.25,1.551756544418251e-05
47.375,1.2361381015954531e-05
47.5,1.5083025107459644e-05
47.625,1.639941150987701e-05
47.75,1.5871943567066126e-05
47.875,2.0902230894745717e-05
48.0,1.6599840950264206e-05
48.125,1.7536897317791048e-05
48.25,1.492478074976233e-05
48.375,1.73891634189561e-05
48.5,1.5873745841392463e-05
48.625,1.1300674721196703e-05
48.75,1.424558155234771e-05
48.875,1.654987956820475e-05
49.0,2.2913476578315273e-05
49.125,1.459363561326483e-05
49.25,1.435851504943676e-05
49.375,1.352845596552897e-05
49.5,1.6129732639668968e-05
49.625,1.5895311824695777e-05
49.75,1.3447491143570089e-05
49.875,1.152649923767407e-05
50.0,1.3288026023967368e-05
50.125,1.0737374371641866e-05
50.25,1.070513520159999e-05
50.375,1.2453478061388659e-05
50.5,1.637299961934296e-05
50.625,1.4684293974823216e-05
50.75,2.0109139162204923e-05
50.875,1.4782495391906879e-05
51.0,1.5672595919713578e-05
51.125,9.869753069132156e-06
51.25,1.7716413859344406e-05
51.375,1.4154596750386665e-05
51.5,1.432935974133359e-05
51.625,1.179147036625584e-05
51.75,1.2785557191113417e-05
51.875,1.3191992162365128e-05
52.0,1.769225737282206e-05
52.125,1.4182056954253943e-05
52.25,1.3158778889187124e-05
52.375,1.3425378512992431e-05
52.5,1.561682642763982e-05
52.625,1.5965478431495973e-05
52.75,1.380167997636936e-05
52.875,1.5961590129247466e-05
53.0,1.53359779917846e-05
53.125,7.709559120990262e-06
53.25,1.2392195792064386e-05
53.375,1.6101201535929476e-05
53.5,1.2719942889826566e-05
53.625,1.2749994898166432e-05
53.75,1.4332346980951147e-05
53.875,7.363703738302605e-06
54.0,1.3576522072554408e-05
54.125,1.2799641482594564e-05
54.25,7.69514643667698e-06
54.375,9.80799434684164e-06
54.5,1.2532264523246126e-05
54.625,9.748022880529903e-06
54.75,1.1047569915065283e-05
54.875,1.0112182146725361e-05
55.0,7.0036620507476935e-06
55.125,1.4736346418337003e-05
55.25,9.90793108329955e-07
55.375,1.4833733455403587e-05
55.5,1.4923578619949223e-05
55.625,2.6274810768563966e-05
55.75,7.266358983527331e-05
55.875,1.2868892265807732e-05
56.0,1.0329584307988152e-05
56.125,4.015247199804705e-06
56.25,1.4741354851270897e-06
56.375,2.456543967948494e-06
56.5,2.189046487782358e-06
56.625,6.201778077660396e-06
56.75,1.1517277656469463e-05
56.875,7.357691989454087e-06
57.0,1.1773796594009435e-05
57.125,1.944286913967862e-05
57.25,9.769922898856195e-05
57.375,7.350880085698673e-05
57.5,0.00010460835246875744
57.625,0.0002956487294587207
57.75,0.0004832550692719617
57.875,0.0001488536450820691
58.0,8.959055937098444e-05
58.125,6.907737485075045e-05
58.25,5.599216606939784e-05
58.375,4.505885974222998e-05
58.5,4.2422089114727975e-05
58.625,5.173387375351244e-05
58.75,3.912389034258623e-05
58.875,3.072738643222434e-05
59.0,2.9640931623107212e-05
59.125,3.044123164163673e-05
59.25,2.683614128291666e-05
59.375,2.294339240339736e-05
59.5,2.8418740582137168e-05
59.625,3.513446174679625e-05
59.75,9.8662313789938e-06
59.875,2.2849417491985408e-05
60.0,0.0006455059797932398
60.125,5.482873247523231e-05
60.25,3.939048202253456e-05
60.375,3.662450000732722e-05
60.5,3.608528928249892e-05
60.625,3.125445322173172e-05
60.75,3.305929219470033e-05
60.875,2.991969770678012e-05
61.0,2.900436849397366e-05
61.125,2.6443883945261897e-05
61.25,2.5742067281142658e-05
61.375,2.56668769513741e-05
61.5,2.421601177442544e-05
61.625,2.319209657872223e-05
61.75,2.6786032131789766e-05
61.875,2.0613136876446047e-05
62.0,2.910285917994473e-05
62.125,2.4451785600551605e-05
62.25,2.642409111010175e-05
62.375,2.619706762214903e-05
62.5,1.926188988236402e-05
62.625,2.2211240835381146e-05
62.75,2.422132115210003e-05
62.875,2.691836069909945e-05
63.0,2.6057099237071385e-05
63.125,2.7502075897788876e-05
63.25,2.7585199872006106e-05
63.375,2.1438243805119838e-05
63.5,1.4750083597129412e-05
63.625,2.0505191400783485e-05
63.75,2.501763765093545e-05
63.875,2.387676638792687e-05
64.0,2.350052186751845e-05
64.125,2.4403234480425656e-05
64.25,2.3965554675457896e-05
64.375,2.1824755754928413e-05
64.5,1.9373298489467707e-05
64.625,1.5375011125973143e-05
64.75,2.4245364910613014e-05
64.875,1.7370056651930574e-05
65.0,2.2355791410758815e-05
65.125,2.0792598510779627e-05
65.25,2.8950446094651218e-05
65.375,2.704702361490069e-05
65.5,3.074603492673802e-05
65.625,2.477865145468802e-05
65.75,2.0314833724235766e-05
65.875,1.961441229361002e-05
66.0,2.5941904890266523e-05
66.125,2.0538788321804413e-05
66.25,3.533070892328058e-05
66.375,3.119812874729267e-05
66.5,2.480233258801226e-05
66.625,2.472644207881939e-05
66.75,2.39511265268901e-05
66.875,1.2651984896352487e-05
67.0,1.5961808435157036e-05
67.125,2.5557647268356015e-05
67.25,1.0490671139076345e-05
67.375,1.6134409100671567e-05
67.5,1.841128185653068e-05
67.625,1.6051622576525234e-05
67.75,1.2561464071833745e-05
67.875,1.936303071942277e-05
68.0,2.2584528152252983e-05
68.125,1.692387504738934e-05
68.25,1.896592769095942e-05
68.375,2.7144381007403605e-05
68.5,1.7519905752355347e-05
68.625,1.6650930829669208e-05
68.75,2.3549593541033347e-05
68.875,3.142416712396492e-05
69.0,2.6053418788769494e-05
69.125,5.0078176173129074e-05
69.25,7.777413838005365e-05
69.375,4.789504383900791e-05
69.5,0.0002574967730791411
69.625,8.724964830593884e-05
69.75,4.735554901957483e-05
69.875,3.5117048603967635e-05
70.0,3.096800655998438e-05
70.125,1.998010942260991e-05
70.25,2.907489309351241e-05
70.375,3.699934380715732e-05
70.5,4.019048641469728e-05
70.625,3.485923573468092e-05
70.75,3.6564781248979955e-05
70.875,3.8219956916331894e-05
71.0,6.26178791725752e-05
71.125,0.00013245870858884562
71.25,4.651550649046434e-05
71.375,2.9669180953387016e-05
71.5,1.3564955995276501e-05
71.625,1.500666982287626e-05
71.75,1.0829278385870712e-05
71.875,1.1027028300269273e-05
72.0,1.6517571978294855e-05
72.125,2.1422713692206027e-05
72.25,1.0365835785188728e-05
72.375,1.3163518502553114e-05
72.5,2.3488167901055018e-05
72.625,2.5855592588502884e-05
72.75,2.1572442846077936e-05
72.875,4.859260757193954e-05
73.0,6.249823662377702e-05
73.125,4.4993492553664563e-05
73.25,7.068787124866527e-06
73.375,1.7002230099177753e-05
73.5,1.971461676941905e-05
73.625,2.3087502894298088e-05
73.75,2.335722929395133e-05
73.875,2.848602960457267e-05
74.0,1.5308193416143232e-05
74.125,3.155727933927455e-05
74.25,2.9701839570872777e-05
74.375,4.0038747585665775e-05
74.5,4.353805821496649e-05
74.625,4.0116830023262293e-05
74.75,0.00011172773302437451
74.875,5.060967559569855e-05
75.0,0.000109701046261372
75.125,1.861778274103962e-05
75.25,1.927786583511586e-05
75.375,2.1130609189801525e-05
75.5,1.3978752081530251e-05
75.625,1.699612220033228e-05
75.75,2.2490949195427034e-05
75.875,1.6223978280794457e-05
76.0,1.2793094213207398e-05
76.125,1.2742526297825715e-05
76.25,1.269108721411065e-05
76.375,1.0760508436050716e-05
76.5,8.426944618201189e-06
76.625,1.8756511566807973e-05
76.75,8.347180205834867e-06
76.875,2.0811368501094942e-05
77.0,2.9866422957616235e-05
77.125,1.6431190794264006e-05
77.25,5.9217571120000416e-06
77.375,3.382519263787545e-05
77.5,1.3017853856025477e-05
77.625,5.76511582922882e-06
77.75,1.622290762287057e-05
77.875,1.3250747163059072e-05
78.0,2.3149216899852996e-05
78.125,8.885195927241088e-06
78.25,1.0584071249638104e-05
78.375,1.1474311882780002e-05
78.5,2.0074212224273417e-05
78.625,2.0139213132944017e-05
78.75,1.5540543719453918e-05
78.875,1.72973956347649e-05
79.0,3.4097103556793155e-05
79.125,1.024991191905321e-05
79.25,9.053329015497053e-06
79.375,3.5029191123596987e-06
79.5,1.7067989380716688e-05
79.625,2.535605392155842e-05
79.75,1.7569615435621943e-05
79.875,1.5369282518743732e-05
80.0,1.3753065176159434e-05
80.125,1.5150799661493729e-05
80.25,1.4272062375884226e-05
80.375,1.1811856493364953e-05
80.5,7.770594054212169e-06
80.625,1.7631444749634745e-05
80.75,1.9895162209981692e-05
80.875,7.541616505874756e-05
81.0,5.36911999689465e-06
81.125,2.576437285690254e-05
81.25,3.327508272899787e-05
81.375,9.312561924050439e-06
81.5,1.3420636499306791e-05
81.625,1.0643670331635678e-05
81.75,1.3242251185834744e-05
81.875,3.0057514108288612e-05
82.0,7.571722537184035e-05
82.125,2.7249199188376418e-05
82.25,3.582137237219016e-05
82.375,1.9465687689919713e-05
82.5,1.8484892726149604e-05
82.625,1.992451455544263e-05
82.75,1.0737413046991525e-05
82.875,1.3451063533747869e-05
83.0,1.7236479417179775e-05
83.125,2.0233740601504386e-05
83.25,1.745262745275678e-05
83.375,1.4798251347162943e-05
83.5,1.579685881361695e-05
83.625,1.6283970165827536e-05
83.75,2.545748740585076e-05
83.875,2.3424279057700763e-05
84.0,1.3273487288976568e-05
84.125,2.7643585495651476e-05
84.25,3.08833007636945e-05
84.375,3.216229339512183e-05
84.5,7.496785844449083e-05
84.625,0.0002953953553418523
84.75,0.0001227249975703518
84.875,3.793832489590691e-05
85.0,2.626935648557426e-05
85.125,2.068718522267115e-05
85.25,7.938662922902236e-06
85.375,1.655231640588848e-05
85.5,1.5129723077562012e-05
85.625,1.7549758581112545e-05
85.75,2.150293690948272e-05
85.875,2.876745354896134e-05
86.0,3.714939206766314e-05
86.125,5.049299369020491e-05
86.25,8.148162889089432e-05
86.375,0.00014397756259281952
86.5,0.0006154295931212145
86.625,0.00048118026835002324
86.75,0.00018484110368573018
86.875,0.00011776872404963675
87.0,9.843273394425527e-05
87.125,8.675613894321894e-05
87.25,8.703534539657677e-05
87.375,5.5406955315819247e-05
87.5,5.857233689318965e-05
87.625,6.13083769168949e-05
87.75,4.5618159394965654e-05
87.875,5.225296359345402e-05
88.0,5.366468058640947e-05
88.125,5.6715993774080694e-05
88.25,6.956659802653833e-05
88.375,0.00017653770567383053
88.5,0.0001306256100856682
88.625,4.1010770436238456e-05
88.75,3.630718772091131e-05
88.875,4.345246331412345e-05
89.0,3.259207751682409e-05
89.125,3.5070700749013234e-05
89.25,3.954604891006188e-05
89.375,3.173815677056276e-05
89.5,3.146669434411569e-05
89.625,2.986808691818577e-05
89.75,3.343820416931331e-05
89.875,3.2422887641981045e-05
90.0,3.195736639943418e-05
90.125,2.0172131770442427e-05
90.25,5.151211056642537e-05
90.375,3.6373978609072106e-05
90.5,1.4813925621535791e-05
90.625,3.759693976572032e-05
90.75,2.5502282618599043e-05
90.875,2.2050519828755257e-05
91.0,2.004241336332218e-05
91.125,6.26538801335016e-05
91.25,5.39367642162162e-05
91.375,4.2405077986217376e-05
91.5,3.883612277952241e-05
91.625,2.6195476372638313e-05
91.75,3.6563993048612615e-05
91.875,2.894381886962329e-05
92.0,3.0251478117607184e-05
92.125,2.5015484501718696e-05
92.25,3.783925516413915e-05
92.375,2.8938969275579e-05
92.5,2.1921156363642356e-05
92.625,2.501104380100635e-05
92.75,3.3630951679592473e-05
92.875,2.267559834209185e-05
93.0,2.743591291496047e-05
93.125,2.4606755771966692e-05
93.25,2.444934444464237e-05
93.375,2.1175749939815353e-05
93.5,3.248308044283178e-05
93.625,2.1020279496474388e-05
93.75,2.5961657176691095e-05
93.875,2.2318947824609287e-05
94.0,2.7043742043193898e-05
94.125,1.7707470060861544e-05
94.25,2.3833577282510264e-05
94.375,2.251739283896172e-05
94.5,2.7051099328467573e-05
94.625,2.038833580577866e-05
94.75,1.778353244576814e-05
94.875,2.129363183533371e-05
95.0,2.0250632390989412e-05
95.125,1.561029841829709e-05
95.25,2.614602800833384e-05
95.375,2.704467036790698e-05
95.5,2.9969337624552214e-05
95.625,2.2338028753997747e-05
95.75,2.0306366607268724e-05
95.875,2.1184446264047054e-05
96.0,2.9679507504065314e-05
96.125,3.7578022290818075e-05
96.25,7.920319281523746e-05
96.375,2.3806580237095803e-05
96.5,1.8324301718904614e-05
96.625,1.0388336105915363e-05
96.75,1.1055236465943425e-05
96.875,1.5042328459274457e-05
97.0,1.0035887280826002e-05
97.125,1.2187483743941977e-05
97.25,1.4416725090564357e-05
97.375,1.2804300937034459e-05
97.5,2.771125385286104e-06
97.625,1.1530716910906738e-05
97.75,2.2333995048351358e-05
97.875,2.973156919128209e-05
98.0,6.43039484469343e-05
98.125,0.0007702672181614509
98.25,0.0002056730637778264
98.375,0.00012686314104246886
98.5,5.7861926249751595e-05
98.625,5.705891634297822e-05
98.75,4.901342955226301e-05
98.875,3.4881834347095875e-05
99.0,3.1788433886490275e-05
99.125,4.1047798722829035e-05
99.25,3.0228447355702103e-05
99.375,4.320696078994593e-05
99.5,8.668138076457712e-06
99.625,2.0837799485440196e-05
99.75,4.695567958065542e-05
99.875,3.402541423530637e-05
100.0,4.841141077358265e-05
100.125,1.5598745296532554e-05
100.25,4.984124943069955e-05
100.375,2.742646764481649e-05
100.5,1.6717493436485864e-05
100.625,1.534822447384599e-05
100.75,1.0419436197160851e-05
100.875,5.596321639059228e-05
101.0,4.732948315030368e-05
101.125,2.2661603131110866e-05
101.25,2.1108221436859716e-05
101.375,1.6143498535108975e-05
101.5,2.694897237367675e-05
101.625,2.1110206461648345e-05
101.75,2.283918464843765e-05
101.875,2.628231682398891e-05
102.0,7.688019859952099e-06
102.125,2.059304063147603e-05
102.25,1.1522318446509162e-05
102.375,2.909852491186252e-05
102.5,3.571034050524782e-05
102.625,3.55501680839454e-05
102.75,4.9224079026333324e-05
102.875,4.316042951333481e-05
103.0,5.729862185125088e-05
103.125,6.133462043828962e-05
103.25,9.499676725457751e-05
103.375,0.000131743268790804
103.5,0.00018533265309733998
103.625,0.0003358453431478652
103.75,0.001014089718527987
103.875,0.0010322054405371088
104.0,0.0003377236710553356
104.125,0.0002148485478859997
104.25,0.0001785616416341464
104.375,0.00014070165345894613
104.5,0.00012452280056990297
104.625,0.00012070884778180674
104.75,9.370911251114449e-05
104.875,8.46392252887064e-05
105.0,8.8613521519238e-05
105.125,7.913097038062791e-05
105.25,8.159042015032352e-05
105.375,7.127511092468048e-05
105.5,7.238350625522298e-05
105.625,8.306818326004158e-05
105.75,6.48691670058065e-05
105.875,6.0467589381909e-05
106.0,6.511334915322177e-05
106.125,3.9423897643535313e-05
106.25,4.383749922424673e-05
106.375,4.806452200180188e-05
106.5,5.4339419385939147e-05
106.625,5.436992164191151e-05
106.75,5.1410922220056415e-05
106.875,5.0163609078903064e-05
107.0,4.508755971611128e-05
107.125,4.629959094251354e-05
107.25,4.9738095456652786e-05
107.375,4.752547165211189e-05
107.5,3.33763968978598e-05
107.625,5.467138397076524e-05
107.75,6.183919110782217e-05
107.875,4.086151382411587e-05
108.0,4.640470717831816e-05
108.125,3.3221581827405244e-05
108.25,3.983452644218987e-05
108.375,5.130257172816467e-05
108.5,3.513267811494515e-05
108.625,4.08992772821421e-05
108.75,4.052684428032991e-05
108.875,2.8202280747582732e-05
109.0,3.170194099342827e-05
109.125,3.186595794560589e-05
109.25,4.582696638503376e-05
109.375,3.725644800765317e-05
109.5,5.224522555423847e-05
109.625,4.8685242873879474e-05
109.75,0.00010775374376517595
109.875,4.166044721195201e-05
110.0,3.6846175418395324e-05
110.125,4.928881965564783e-05
110.25,4.6717676248754125e-05
110.375,3.587254752518172e-05
110.5,4.858941434213846e-05
110.625,5.603522784700767e-05
110.75,4.522329213062716e-05
110.875,7.594350671955029e-05
111.0,4.181553940080347e-05
111.125,4.957969187604009e-05
111.25,5.8360101885429954e-05
111.375,5.981519043226429e-05
111.5,9.488590182322078e-05
111.625,0.0002049126639185492
111.75,9.308572591032491e-05
111.875,3.352336702912725e-05
112.0,3.8637085310602606e-05
112.125,3.09057054818227e-05
112.25,5.2666790046279666e-05
112.375,4.1257653450573655e-05
112.5,1.9113283617530504e-05
112.625,2.7119581035873192e-05
112.75,3.5208881937486805e-05
