Frequency (Hz),Amplitude
24.875,4.118978477335328e-06
25.0,9.506127567227124e-07
25.125,3.3867965612508065e-06
25.25,3.2931721673654697e-06
25.375,2.4135864028154882e-06
25.5,3.351210580825404e-06
25.625,1.9622314980995507e-06
25.75,8.87367330588847e-07
25.875,2.8388992528468397e-06
26.0,3.2346833388596563e-06
26.125,3.625823169121786e-06
26.25,1.3848104884264428e-06
26.375,5.298353093921168e-06
26.5,2.533550155557019e-06
26.625,2.921921191596357e-06
26.75,3.236887318062695e-06
26.875,2.16354586640164e-06
27.0,3.4239026270713865e-06
27.125,3.637877243098179e-06
27.25,1.2815558633359288e-06
27.375,1.117742602593753e-06
27.5,1.853732308987947e-06
27.625,2.777975318987017e-06
27.75,1.6203917324230773e-06
27.875,4.64817595631953e-06
28.0,5.306781780992141e-06
28.125,4.817185352096572e-06
28.25,5.941781219427607e-06
28.375,1.6088643483194583e-06
28.5,1.5486296011473458e-05
28.625,2.454961928479402e-05
28.75,2.368409573535581e-05
28.875,2.0194326459796133e-06
29.0,8.939508660356252e-06
29.125,4.684658286893733e-06
29.25,7.004896275758015e-06
29.375,2.4856212426318534e-05
29.5,4.295588623012494e-06
29.625,1.6521089633119e-05
29.75,2.177201948264387e-06
29.875,4.692717102520385e-06
30.0,3.488106830819252e-06
30.125,7.895818449689986e-06
30.25,5.815034241843649e-06
30.375,1.8055708406427695e-06
30.5,2.047363635816088e-06
30.625,1.355966711156992e-06
30.75,7.86103376442537e-07
30.875,5.2405784026896005e-06
31.0,2.37836725122735e-06
31.125,8.223461954416005e-06
31.25,8.586293498617532e-06
31.375,7.118031491483154e-06
31.5,5.1965332174421426e-06
31.625,1.5275375908383009e-06
31.75,4.451477673499981e-06
31.875,2.9566190866963583e-06
32.0,3.51358125646398e-06
32.125,3.97005303986685e-06
32.25,1.6565425300603975e-06
32.375,1.6616262045213933e-06
32.5,2.3843808818765067e-06
32.625,2.772955332029973e-06
32.75,3.936350439422616e-06
32.875,5.731758391108748e-06
33.0,5.118033415504183e-06
33.125,1.3509609805176284e-06
33.25,4.183195644158138e-06
33.375,4.852487803572293e-07
33.5,2.7443967557060885e-06
33.625,2.64585366491308e-06
33.75,3.4957139922261283e-06
33.875,1.0547119367645389e-05
34.0,1.1261928254244447e-05
34.125,2.759127735236816e-06
34.25,5.182997343875215e-06
34.375,4.733931660230027e-06
34.5,5.861501208508463e-06
34.625,7.491177848593984e-07
34.75,2.1335413298133565e-06
34.875,8.59839714998403e-07
35.0,3.4636112716555096e-06
35.125,3.2237548445609256e-06
35.25,1.1854014901861145e-06
35.375,1.0519821500133485e-06
35.5,1.2157134819876052e-06
35.625,1.8912581362670038e-06
35.75,2.4054856915792604e-06
35.875,2.7926512653978693e-06
36.0,2.754587972193221e-06
36.125,1.6769231124020014e-06
36.25,1.433293159679534e-06
36.375,3.4034428484383695e-06
36.5,3.3019371265846576e-06
36.625,5.141750933827872e-07
36.75,3.7809331712358434e-06
36.875,2.1207768546201575e-06
37.0,2.0968645606687066e-06
37.125,1.2294604649472327e-06
37.25,2.6737125382490534e-06
37.375,1.2039096657622103e-06
37.5,1.2422655025559816e-06
37.625,2.6653646141414986e-06
37.75,6.5790789730397005e-06
37.875,5.711786047526582e-07
38.0,4.080378191374563e-06
38.125,3.7283090981261496e-06
38.25,1.625911725859503e-06
38.375,4.5055795105085155e-06
38.5,5.855381677018775e-06
38.625,4.259075845590629e-06
38.75,7.393243274100809e-06
38.875,3.1536467230092567e-06
39.0,5.285211639573915e-06
39.125,8.448757801826215e-06
39.25,1.4286448853065796e-05
39.375,1.8914407136557085e-05
39.5,5.679422158326143e-06
39.625,4.829891446945674e-06
39.75,3.1293138383443213e-06
39.875,5.54345742446202e-06
40.0,3.859176073664087e-06
40.125,6.677061334974001e-06
40.25,1.3402341564142602e-05
40.375,2.8795685827931838e-06
40.5,3.6549103835357488e-06
40.625,3.798271321478233e-06
40.75,2.9506904768032923e-06
40.875,2.990170695811545e-06
41.0,3.359244313043611e-06
41.125,4.716966852085979e-06
41.25,3.6579690493390747e-06
41.375,1.7206898366505917e-06
41.5,1.2150919206488531e-05
41.625,8.4109651457822e-06
41.75,4.4619819934662646e-06
41.875,1.8463894321859216e-06
42.0,2.6884093231733275e-06
42.125,2.9677129050702284e-06
42.25,8.895571859137832e-07
42.375,4.072411817045115e-06
42.5,3.1990274030378325e-06
42.625,5.114574659046165e-06
42.75,3.0882813244200417e-06
42.875,3.0690885228430032e-06
43.0,3.058126429775377e-06
43.125,3.58357340669228e-06
43.25,5.079807476487163e-07
43.375,1.7602050349166982e-06
43.5,7.056637122659488e-07
43.625,3.3993866547066767e-06
43.75,2.849587454728244e-06
43.875,3.803657070037991e-06
44.0,7.334485499180686e-06
44.125,3.1523179271961074e-06
44.25,2.3623037390025732e-06
44.375,2.9232500162746864e-06
44.5,1.1339683427874747e-06
44.625,2.156824437744644e-06
44.75,7.800357351822072e-07
44.875,4.762356246010214e-06
45.0,1.8754922432267772e-06
45.125,2.1214385761777963e-06
45.25,1.41748937925187e-06
45.375,2.511417915099798e-07
45.5,3.829086691783801e-06
45.625,1.4639771091264141e-06
45.75,1.911079106113124e-06
45.875,8.281566269441224e-06
46.0,3.4220888272306746e-06
46.125,3.1981788618021334e-06
46.25,2.2333433896903963e-06
46.375,4.520798146629899e-06
46.5,3.0398738144818855e-06
46.625,2.9369001293574104e-06
46.75,1.3386555029215616e-06
46.875,2.9807415188676613e-06
47.0,3.3334708896513337e-06
47.125,1.049457202030945e-06
47.25,2.6861054765113186e-06
47.375,4.030642245065925e-06
47.5,2.0286722338172633e-06
47.625,6.702604982209091e-06
47.75,2.230812299571471e-06
47.875,1.4086932240263742e-06
48.0,1.6417682882854715e-06
48.125,3.85469790364252e-07
48.25,3.310559853398685e-06
48.375,3.1067619011513197e-06
48.5,7.780996349913902e-07
48.625,4.499719930980475e-06
48.75,9.725623310830294e-07
48.875,8.936998542153732e-07
49.0,2.7727473374194687e-06
49.125,1.3385575458559436e-06
49.25,2.3973954613887806e-06
49.375,2.8097135785984515e-06
49.5,3.437953765442199e-06
49.625,8.328711381823212e-07
49.75,2.8416210281991265e-06
49.875,6.260657376078365e-07
50.0,2.4540703455600864e-06
50.125,3.7958450114014564e-06
50.25,1.891440007309769e-06
50.375,3.417933479423761e-06
50.5,2.251023974896094e-06
50.625,1.7763923459934e-06
50.75,7.267099739221666e-07
50.875,8.327166276466594e-07
51.0,4.349089667358554e-06
51.125,2.51411390857993e-06
51.25,1.4164948155233449e-06
51.375,2.573562283210658e-06
51.5,4.460799973716283e-06
51.625,4.666899135525991e-06
51.75,2.54061253320901e-06
51.875,4.835938899787584e-06
52.0,9.63481127245254e-06
52.125,5.147095934159989e-05
52.25,1.8131842793968183e-05
52.375,8.667552629062112e-06
52.5,5.169889067639234e-06
52.625,6.037626130632947e-06
52.75,2.7819686910012848e-06
52.875,2.6368961992441102e-06
53.0,1.947119650467257e-06
53.125,1.500706086515455e-06
53.25,1.4991788726695878e-06
53.375,5.842004234216943e-06
53.5,1.9107732608209485e-06
53.625,2.9799586481072405e-06
53.75,5.354768394419925e-06
53.875,1.1758259915194584e-06
54.0,4.095950224944905e-06
54.125,3.895221697309392e-06
54.25,2.3645240662696057e-06
54.375,5.011991573665458e-06
54.5,2.1257419744583493e-06
54.625,1.1177033284022379e-06
54.75,5.018636044530132e-06
54.875,5.1306943787438605e-06
55.0,4.287401063253178e-06
55.125,1.7548250983613327e-06
55.25,1.0108537706709559e-05
55.375,2.901403177587512e-06
55.5,1.0414314424100045e-05
55.625,4.908470498173464e-06
55.75,2.3355281612068864e-06
55.875,1.6004098311325568e-06
56.0,3.2808490971847867e-06
56.125,3.7192416128236435e-06
56.25,4.13953675606132e-06
56.375,6.115105527741995e-06
56.5,1.8909699343553517e-06
56.625,2.7771651377430117e-06
56.75,6.091568053711419e-06
56.875,0.0001636248539616312
57.0,7.6403584896388e-06
57.125,2.6092661132721266e-06
57.25,3.0670844328771175e-06
57.375,4.350412764573421e-05
57.5,7.376251282840889e-06
57.625,8.94397633780178e-06
57.75,1.0891238405043741e-05
57.875,1.4502104365231451e-05
58.0,1.849227218257381e-05
58.125,6.841460080186835e-05
58.25,0.0003098498362434555
58.375,5.22485602592588e-05
58.5,2.056066632028141e-05
58.625,2.4298631808593734e-05
58.75,2.0060059208803118e-05
58.875,2.215684293563686e-05
59.0,2.0594926601710487e-05
59.125,2.4886148006208836e-05
59.25,3.509994591438145e-05
59.375,9.708221316289404e-05
59.5,0.0001217008110400768
59.625,3.916260279985131e-05
59.75,1.9491510654337236e-05
59.875,1.3514039187951974e-05
60.0,0.0005430630122326438
60.125,1.4476689230654378e-05
60.25,1.7685337771611832e-05
60.375,1.1660077998119492e-05
60.5,3.606732341510042e-06
60.625,4.027881600540037e-06
60.75,2.5213227303170207e-06
60.875,2.1611170463923102e-06
61.0,2.887263365789834e-06
61.125,2.2731009225589452e-06
61.25,2.0637645537285065e-06
61.375,3.633542612615348e-06
61.5,2.53278844611885e-06
61.625,2.4432753109963598e-06
61.75,2.693646097886065e-06
61.875,4.762441565253535e-06
62.0,6.044658816053468e-06
62.125,3.137677546002707e-06
62.25,2.62874225999523e-06
62.375,3.297790999186859e-06
62.5,4.204901917490711e-06
62.625,3.1413044004600364e-05
62.75,3.0549505890791453e-06
62.875,2.097872563278111e-06
63.0,1.2803196789333622e-06
63.125,8.789313751110828e-06
63.25,7.989148371832675e-06
63.375,2.4879339604004957e-06
63.5,7.17198757599128e-07
63.625,3.390555539013997e-06
63.75,4.924032209603474e-06
63.875,5.1797676762822254e-06
64.0,3.6371665557214082e-06
64.125,1.7682077568754493e-06
64.25,4.2921205836798504e-06
64.375,2.1441098825492987e-06
64.5,1.5634819617183386e-06
64.625,7.780949940236283e-07
64.75,2.2182106928419423e-06
64.875,3.117702117168082e-06
65.0,3.7555892164669226e-06
65.125,2.950747924138995e-06
65.25,7.457879929480703e-07
65.375,1.3300902781247841e-06
65.5,1.919535004000935e-06
65.625,4.934116247091023e-06
65.75,5.7524729094001285e-06
65.875,1.1666996757507747e-05
66.0,1.1331628816313302e-05
66.125,6.2716283225667475e-06
66.25,5.636835839921187e-06
66.375,5.121272441208873e-06
66.5,2.634628919009506e-06
66.625,5.504076015740368e-06
66.75,1.748615517288481e-06
66.875,3.582536981986049e-06
67.0,2.4110743667005785e-06
67.125,4.016207460216237e-06
67.25,4.8937795811258806e-05
67.375,1.1858274768674607e-05
67.5,4.092258592727061e-06
67.625,4.082628248214025e-06
67.75,7.749485197320716e-06
67.875,1.167490109372603e-05
68.0,3.967290359885546e-06
68.125,3.6077542193437044e-06
68.25,3.225723579591851e-06
68.375,7.266683160671124e-06
68.5,3.5528687103384885e-06
68.625,1.6680141767497738e-05
68.75,1.894772822786695e-05
68.875,6.672369399911086e-05
69.0,3.0158736055847137e-05
69.125,1.2665587248026098e-05
69.25,7.794705315859249e-06
69.375,6.19914452803297e-06
69.5,5.251971961398361e-06
69.625,6.064125909905046e-06
69.75,1.0853486690822074e-05
69.875,1.0792695126207884e-05
70.0,9.762482699524864e-06
70.125,7.113752457951665e-06
70.25,5.231128180728171e-05
70.375,1.8572316226165826e-05
70.5,8.88080389119106e-06
70.625,9.82035109416804e-06
70.75,3.442344169432442e-05
70.875,1.1538253120988854e-05
71.0,1.4955618614337554e-05
71.125,1.983124958450371e-05
71.25,4.97374170382062e-06
71.375,3.146029133338768e-07
71.5,6.943461333071619e-06
71.625,1.3870021441467487e-05
71.75,1.0158767363136848e-05
71.875,8.745567482325754e-06
72.0,5.316446978698009e-06
72.125,8.560583873411656e-06
72.25,1.9002796066569915e-05
72.375,2.0162384314479882e-05
72.5,1.399955321286885e-05
72.625,1.1576733371837002e-05
72.75,1.1019881079526875e-05
72.875,1.3762509523474165e-05
73.0,2.3434640182857165e-05
73.125,1.3468222253451197e-05
73.25,1.0778878228187248e-05
73.375,1.652787123976459e-05
73.5,8.636563093112408e-06
73.625,1.2833557686253156e-05
73.75,1.2106436273347954e-05
73.875,6.117096079055755e-06
74.0,1.0654589907865916e-05
74.125,1.607455552036193e-05
74.25,1.535416242788995e-05
74.375,1.5062367051413416e-05
74.5,1.8197120299823274e-05
74.625,3.080330462653535e-05
74.75,1.2704626146779407e-05
74.875,8.461972797251911e-06
75.0,9.644002273822679e-06
75.125,5.731818190540068e-06
75.25,2.134320798029633e-06
75.375,1.4255922110406263e-05
75.5,3.2570334422953353e-06
75.625,1.0864505653025185e-05
75.75,1.2566929778906498e-05
75.875,1.0761703042409568e-05
76.0,1.018053859067126e-05
76.125,1.1193259063978922e-05
76.25,1.8864143216938547e-05
76.375,6.204024009391993e-06
76.5,3.998819560167535e-06
76.625,1.5578394109193413e-05
76.75,1.2677537615639395e-05
76.875,1.9242121472974938e-05
77.0,2.97293925430047e-05
77.125,1.3210137393220038e-05
77.25,1.9624275897443445e-05
77.375,1.2369078311875398e-05
77.5,4.469268226462803e-06
77.625,1.1298222350237442e-05
77.75,2.560426774424093e-06
77.875,4.395242625959811e-06
78.0,7.561940526169551e-06
78.125,1.1089594932406425e-05
78.25,7.526990147345478e-06
78.375,1.2517568224786067e-05
78.5,5.968068608134548e-06
78.625,7.64318832820603e-06
78.75,9.065066187810199e-06
78.875,7.666163379515568e-06
79.0,4.7520787566656106e-06
79.125,2.622525149957741e-06
79.25,3.5110125940958457e-06
79.375,1.1926750844901256e-05
79.5,8.166754561354181e-06
79.625,5.1551621349989215e-06
79.75,3.0365403317034693e-06
79.875,6.3465427697221885e-06
80.0,1.458132739417033e-05
80.125,5.049395053270577e-06
80.25,1.0454622883900375e-05
80.375,5.798057168041051e-06
80.5,9.081526140222708e-06
80.625,7.743905120824116e-06
80.75,1.701808478619291e-05
80.875,2.5634036202841342e-05
81.0,4.1332608220969085e-06
81.125,5.643072278844626e-06
81.25,1.163845505722895e-05
81.375,1.3006199112534263e-05
81.5,1.0574006181311327e-06
81.625,3.1375162000364478e-06
81.75,5.880237996634376e-06
81.875,1.015579976833104e-05
82.0,8.702128539313371e-06
82.125,6.477857402012911e-06
82.25,4.705745844539933e-06
82.375,6.3168540509726196e-06
82.5,5.644307967558076e-06
82.625,4.095319044087291e-06
82.75,8.273406782895878e-06
82.875,6.107431034781561e-06
83.0,1.0208482660699883e-05
83.125,1.2131077827926615e-05
83.25,2.7492155886102615e-06
83.375,8.35257782197381e-06
83.5,6.649613178448791e-06
83.625,1.9640700512495637e-06
83.75,1.2957089917020288e-05
83.875,1.754146476734483e-05
84.0,2.9929759858656784e-05
84.125,1.5949476165039177e-05
84.25,1.730402856185396e-05
84.375,6.335931732703993e-06
84.5,2.6929150650409413e-06
84.625,9.224821765434378e-06
84.75,5.237594643457015e-06
84.875,7.951897890926694e-06
85.0,9.053651790687933e-06
85.125,2.1702323639308658e-05
85.25,2.0839718607091785e-05
85.375,2.0366239323337983e-05
85.5,2.5169306000411932e-05
85.625,2.525090006420634e-05
85.75,3.796891816794515e-05
85.875,6.231724656973718e-05
86.0,0.0001607848180899767
86.125,0.00027559762005355005
86.25,5.8969675699140836e-05
86.375,3.8767999894934574e-05
86.5,2.3995900031437487e-05
86.625,2.2785374261947798e-05
86.75,2.010888610803717e-05
86.875,1.4018387003710298e-05
87.0,1.949428283428949e-05
87.125,6.06865453795495e-06
87.25,8.655755197303814e-06
87.375,4.130509189185536e-06
87.5,7.306492646132103e-06
87.625,2.426318031408189e-06
87.75,1.1379559157788155e-05
87.875,4.789503698031621e-05
88.0,4.377972061528658e-05
88.125,1.3853485522095484e-05
88.25,2.879227299413109e-05
88.375,1.661782271854624e-05
88.5,6.00991283247354e-06
88.625,9.280555377052208e-06
88.75,2.007402664810893e-05
88.875,1.2235206391382445e-05
89.0,1.3141975695970439e-05
89.125,9.718018260450072e-06
89.25,9.87085358547559e-06
89.375,1.652616607745798e-05
89.5,4.361721579415273e-06
89.625,1.3245709818351026e-05
89.75,2.077267796512503e-05
89.875,7.570619836191249e-06
90.0,8.033668244301768e-06
90.125,2.150323855671831e-05
90.25,6.791251803003439e-06
90.375,4.8447127190819196e-06
90.5,9.017571906869873e-06
90.625,6.6322920184694795e-06
90.75,1.2574001049483327e-05
90.875,9.401418179396852e-06
91.0,1.2062462364458517e-05
91.125,1.699757570862494e-05
91.25,4.1286720651350576e-05
91.375,3.2689477896506756e-05
91.5,8.090969785968138e-06
91.625,3.278488844235172e-06
91.75,1.6317349033935668e-05
91.875,1.1871061867171104e-05
92.0,5.091327862668292e-06
92.125,2.6309309848610474e-06
92.25,3.100510795505763e-06
92.375,3.9582711301004225e-06
92.5,4.318418693184026e-06
92.625,3.586821644802604e-06
92.75,2.895248949024418e-06
92.875,2.2650866181163485e-06
93.0,3.918175862939235e-06
93.125,2.6793079385312312e-06
93.25,4.100082252628221e-06
93.375,1.1152212796499942e-06
93.5,6.6109188583505955e-06
93.625,5.0966506780483705e-06
93.75,9.427295894244693e-07
93.875,2.290119027094893e-06
94.0,2.6850457918107815e-06
94.125,5.900136232328107e-06
94.25,5.822469011845635e-06
94.375,3.4828470690200106e-06
94.5,3.821748918767598e-06
94.625,1.1075366265956207e-05
94.75,2.529119595107756e-06
94.875,4.682088336915018e-06
95.0,2.6445917857369278e-06
95.125,3.2314099455675253e-06
95.25,5.9308088993349365e-06
95.375,4.0875690888879965e-06
95.5,2.4833889598836147e-06
95.625,1.9944287455110017e-06
95.75,5.903219317073137e-06
95.875,4.032701632225947e-06
96.0,2.2336129009260098e-06
96.125,7.5903253725639386e-06
96.25,8.35847797250153e-06
96.375,4.482405249208894e-06
96.5,7.793962038180523e-06
96.625,7.930373732406993e-06
96.75,5.377792837986864e-06
96.875,7.878487191574467e-06
97.0,2.3735586100669385e-06
97.125,1.111717940686935e-05
97.25,1.177165319883237e-05
97.375,1.3745213211612104e-05
97.5,2.6382801782930785e-05
97.625,0.00015298362969058194
97.75,2.6024355610795073e-05
97.875,1.4988992788883493e-05
98.0,6.59082163751508e-06
98.125,8.84138545783632e-06
98.25,2.4544794240596157e-06
98.375,2.7552872194666622e-06
98.5,5.154886128714541e-06
98.625,3.0221536674923047e-06
98.75,4.546564713468137e-06
98.875,6.5153806665852924e-06
99.0,9.122719273952297e-06
99.125,4.203858633769978e-06
99.25,4.952504592279323e-06
99.375,8.429972521196788e-06
99.5,4.8253365362319995e-06
99.625,7.252375863336522e-07
99.75,3.185717959061265e-06
99.875,4.59585892247243e-06
100.0,2.8189898034809245e-06
100.125,4.2449591063104474e-06
100.25,3.381155634657794e-06
100.375,7.078835718188178e-06
100.5,5.1810348532944856e-06
100.625,5.622911208087616e-06
100.75,2.4702598475817926e-06
100.875,2.631959909897065e-06
101.0,1.5869715337682131e-06
101.125,2.293976884972961e-06
101.25,6.045729047636726e-06
101.375,7.463844938478093e-06
101.5,2.7863365300153174e-06
101.625,5.615415251890781e-06
101.75,6.80773014314284e-06
101.875,4.2218612755455566e-06
102.0,1.4139457964715968e-06
102.125,4.537013420848137e-06
102.25,6.7415317609586e-06
102.375,4.2551952595711e-06
102.5,8.309602040657873e-06
102.625,8.162321951055094e-06
102.75,4.081158682460088e-06
102.875,5.680969869036288e-06
103.0,1.7642603986708386e-05
103.125,2.398019522360563e-05
103.25,0.00037411706802113314
103.375,3.919154260498223e-06
103.5,7.848551043139299e-06
103.625,2.107714654175304e-05
103.75,1.793438565842019e-05
103.875,9.310564033023216e-06
104.0,6.455448407662485e-06
104.125,9.286794597009654e-06
104.25,8.161037727126746e-06
104.375,8.988028126306207e-06
104.5,5.3132506227851236e-06
104.625,5.762502411158484e-06
104.75,7.494980721364704e-06
104.875,4.23363920258206e-06
105.0,3.550899818284634e-06
105.125,1.2479825158941213e-05
105.25,1.0004000576182276e-05
105.375,1.1485024877219479e-05
105.5,3.7451028721279814e-06
105.625,4.637206682969118e-06
105.75,6.033648013183931e-06
105.875,6.8972734181513884e-06
106.0,1.1394574214949633e-05
106.125,5.154202644479581e-06
106.25,3.595074172160773e-06
106.375,5.124651575701053e-06
106.5,1.1127682027818403e-05
106.625,6.41470581064988e-06
106.75,1.0054443077354075e-05
106.875,8.058798168533913e-06
107.0,2.4599614142593024e-06
107.125,6.773272140199403e-06
107.25,6.743385211248027e-06
107.375,8.341131563678943e-06
107.5,6.448536005776871e-06
107.625,4.1812304126939e-06
107.75,8.516967503824e-06
107.875,1.183133156843943e-05
108.0,8.044187399950656e-06
108.125,3.7794455581708877e-06
108.25,7.246716917794365e-06
108.375,1.1822197429079346e-05
108.5,5.848696301064722e-06
108.625,4.390567977326331e-06
108.75,1.0029573699528232e-05
108.875,5.278282240365728e-06
109.0,5.729836436878326e-06
109.125,7.905429520677461e-06
109.25,5.51402157087117e-06
109.375,3.350591715247511e-06
109.5,3.381384583622192e-05
109.625,4.073703615423351e-06
109.75,1.1082508666678606e-05
109.875,3.146989752714422e-05
110.0,6.723938430746693e-06
110.125,1.0224712082812677e-05
110.25,4.220227615092472e-06
110.375,1.1401231911607088e-05
110.5,1.1534774215565171e-05
110.625,1.2195200887572511e-05
110.75,1.168541560302475e-05
110.875,2.019486315635629e-05
111.0,4.664745166323131e-05
111.125,2.2657965953981318e-06
111.25,2.8204057300315e-06
111.375,1.0015550396644566e-05
111.5,1.0970963719482212e-05
111.625,1.2262892611384926e-05
111.75,6.264840163090859e-06
111.875,1.4263327604422537e-05
112.0,2.2256223471463758e-05
112.125,2.456639087705587e-05
112.25,1.1838932737583692e-05
112.375,2.7516681764513735e-05
112.5,3.2058257511066504e-05
112.625,5.964980722056462e-05
112.75,6.818180345219726e-05
112.875,0.00028086359250588394
113.0,0.00016374121656298143
113.125,6.195608721104907e-05
113.25,3.354423154131676e-05
