Frequency (Hz),Amplitude
39.75,1.0282878684796574e-05
39.875,1.4577459552066886e-05
40.0,1.431295336542322e-05
40.125,1.4781327068133835e-05
40.25,1.3395825992327116e-05
40.375,1.820679230218132e-05
40.5,1.4482637798771992e-05
40.625,1.0853573707914394e-05
40.75,1.1805813710810847e-05
40.875,1.1304040297947358e-05
41.0,1.2093819235718928e-05
41.125,1.3361611996911773e-05
41.25,1.35861223486499e-05
41.375,1.4227305113809467e-05
41.5,1.3857796316899053e-05
41.625,1.2884042737103284e-05
41.75,1.372427652187805e-05
41.875,1.308383925382975e-05
42.0,1.464778720511083e-05
42.125,1.0832097764057115e-05
42.25,8.616850595939487e-06
42.375,1.8377742050476425e-05
42.5,1.5465873384037288e-05
42.625,1.831985916707919e-05
42.75,1.4343804124967168e-05
42.875,1.5722831377531834e-05
43.0,1.61423018597416e-05
43.125,1.4750315153499727e-05
43.25,1.3829289361609708e-05
43.375,1.578666337315831e-05
43.5,1.306071939792458e-05
43.625,1.3022448025436002e-05
43.75,1.6569059699692462e-05
43.875,1.5732097150290126e-05
44.0,1.4731885366365722e-05
44.125,1.567623236655302e-05
44.25,1.985765969723494e-05
44.375,1.605825608388314e-05
44.5,1.4941118600626824e-05
44.625,1.2386941682620971e-05
44.75,1.4074365375224167e-05
44.875,1.3879637320557747e-05
45.0,1.7059152827882135e-05
45.125,1.7607409941140057e-05
45.25,1.768336727136877e-05
45.375,1.5772764617586373e-05
45.5,1.5764420342543738e-05
45.625,1.2353275489189087e-05
45.75,1.4425406319345155e-05
45.875,1.765203163317227e-05
46.0,9.431695952287158e-06
46.125,1.941609166955323e-05
46.25,1.7659379700004113e-05
46.375,1.587316242705074e-05
46.5,1.636699988928067e-05
46.625,1.5614117066345556e-05
46.75,1.4979831026486798e-05
46.875,1.1687897403261477e-05
47.0,1.2755853687462783e-05
47.125,1.28298990277631e-05
47.25,1.19501840159401e-05
47.375,1.5607404638535882e-05
47.5,1.6056399291805986e-05
47.625,1.749291068250088e-05
47.75,1.6544037200038195e-05
47.875,1.4777998831018398e-05
48.0,1.5594555492479194e-05
48.125,1.3600250967106345e-05
48.25,1.4431593768714626e-05
48.375,1.4556116721508943e-05
48.5,1.6852387883717347e-05
48.625,1.75302363922285e-05
48.75,1.5478109164639987e-05
48.875,1.4473195961587084e-05
49.0,1.6558655735156556e-05
49.125,1.4706888401376923e-05
49.25,1.3213065419858321e-05
49.375,1.435242055130334e-05
49.5,1.571690715710065e-05
49.625,1.726049254541174e-05
49.75,1.8937590769861272e-05
49.875,1.8636231567352556e-05
50.0,1.710072333258019e-05
50.125,1.6801108208737483e-05
50.25,1.4522036174826768e-05
50.375,1.3399259621538042e-05
50.5,1.462131365242739e-05
50.625,1.602128772309511e-05
50.75,1.7786940942090342e-05
50.875,1.6697461955708142e-05
51.0,1.655891794606201e-05
51.125,1.851388633866358e-05
51.25,1.919807023160635e-05
51.375,1.7914149964932624e-05
51.5,1.8794369021050408e-05
51.625,1.4169142377242374e-05
51.75,1.5968728850317035e-05
51.875,1.5683186379616495e-05
52.0,1.8721830887094512e-05
52.125,1.8352103076153685e-05
52.25,1.735518211080164e-05
52.375,1.6772229455954896e-05
52.5,1.9400878057679717e-05
52.625,1.9054012009021196e-05
52.75,1.687062927808123e-05
52.875,1.8211718952240738e-05
53.0,2.142011434009812e-05
53.125,9.096124343666783e-06
53.25,1.9162682337533552e-05
53.375,1.8414811256257704e-05
53.5,1.92721750880886e-05
53.625,1.956306960620186e-05
53.75,1.9065463803115845e-05
53.875,2.4752799970939358e-05
54.0,1.4704836131962828e-05
54.125,1.5741278657189693e-05
54.25,1.7709264240040018e-05
54.375,2.159397463343327e-05
54.5,2.284048768692432e-05
54.625,1.8835653807093024e-05
54.75,2.014661516069571e-05
54.875,2.1636860161872892e-05
55.0,2.2627327114910356e-05
55.125,1.9613934846633414e-05
55.25,2.7665726529757654e-05
55.375,2.313801653689488e-05
55.5,2.1353179218958396e-05
55.625,1.761450629475663e-05
55.75,2.3940488038369013e-05
55.875,3.215059424855544e-05
56.0,3.2711958027092904e-05
56.125,3.20751864078684e-05
56.25,3.1291164835810246e-05
56.375,3.1850768512815426e-05
56.5,3.508720520190871e-05
56.625,3.335204563375427e-05
56.75,3.561846984743384e-05
56.875,4.218895603205135e-05
57.0,4.856620562613634e-05
57.125,6.587442938736148e-05
57.25,4.624112768368542e-05
57.375,7.418561819857802e-05
57.5,0.0001230186866870966
57.625,0.0002962671981853027
57.75,0.0004382721072322216
57.875,0.00011112425877501142
58.0,6.163671575290904e-05
58.125,3.9982189847048195e-05
58.25,3.068616581315527e-05
58.375,2.3513584870069256e-05
58.5,1.3171388374966457e-05
58.625,5.312406786926554e-06
58.75,6.0028732221150264e-06
58.875,9.05194178499105e-06
59.0,1.0860397096183932e-05
59.125,7.11390870704855e-06
59.25,1.0338942168604507e-05
59.375,1.1588181800688544e-05
59.5,2.235450158303735e-05
59.625,2.6086035151337316e-05
59.75,1.8435795304644737e-05
59.875,2.7027347281333696e-05
60.0,0.0004764932160704005
60.125,2.730048019903321e-05
60.25,1.0764141123597748e-05
60.375,8.895725073003417e-06
60.5,5.594554929373739e-06
60.625,7.392010565871982e-06
60.75,5.787020877714346e-06
60.875,6.529520225908866e-06
61.0,7.925448191162622e-06
61.125,7.741751686526394e-06
61.25,7.902408882538428e-06
61.375,8.951558711468417e-06
61.5,1.030751437499002e-05
61.625,7.673708182140675e-06
61.75,7.297921385174768e-06
61.875,9.886576565906024e-06
62.0,8.156066112620459e-06
62.125,8.197138596416871e-06
62.25,1.1492352079158331e-05
62.375,1.0346327290828319e-05
62.5,9.638752062088706e-06
62.625,8.947587043775274e-06
62.75,8.367636059463276e-06
62.875,9.271004427496889e-06
63.0,1.087491462085647e-05
63.125,1.1838191414338221e-05
63.25,1.152678312046716e-05
63.375,1.0359289647981383e-05
63.5,5.492680225279734e-06
63.625,9.186413528295486e-06
63.75,1.2723643688127563e-05
63.875,1.1695539326078936e-05
64.0,1.2034981702107442e-05
64.125,1.1894611753964131e-05
64.25,1.130052830019843e-05
64.375,1.1388367818019713e-05
64.5,1.2308687572736043e-05
64.625,1.0227765803320216e-05
64.75,1.1892057113887295e-05
64.875,8.527631098601256e-06
65.0,1.1962816044679513e-05
65.125,1.2390807953256856e-05
65.25,1.720818745866308e-05
65.375,1.1115627052414397e-05
65.5,1.4980417705680837e-05
65.625,9.970278078735388e-06
65.75,1.1440726764022944e-05
65.875,1.2199711708583978e-05
66.0,1.323894604458585e-05
66.125,1.2831405419790236e-05
66.25,1.5770489135123233e-05
66.375,8.741896874887574e-06
66.5,1.07545475846712e-05
66.625,8.229498386298562e-06
66.75,1.20598943802027e-05
66.875,1.0538781264610023e-05
67.0,1.6351944354148445e-05
67.125,8.478401747437376e-06
67.25,1.9812403621149415e-05
67.375,1.3898691288419838e-05
67.5,1.2536916957530701e-05
67.625,1.9866655987163267e-05
67.75,1.841418045104606e-05
67.875,1.1626945136464931e-05
68.0,1.1724108407259174e-05
68.125,1.1846435583586928e-05
68.25,1.0155412191473004e-05
68.375,1.2920889157459327e-05
68.5,1.3494221532760357e-05
68.625,1.8309834491336794e-05
68.75,2.2275838903849805e-05
68.875,2.4126103084791062e-05
69.0,1.702598330362861e-05
69.125,3.518950274579248e-05
69.25,5.53084825211083e-05
69.375,3.786659752424483e-05
69.5,0.00013325182530540225
69.625,4.30563518003747e-05
69.75,1.952919679919284e-05
69.875,1.2079851353449897e-05
70.0,1.2251485538345725e-05
70.125,4.137598217644204e-06
70.25,1.2964705150187649e-05
70.375,1.7892351186738867e-05
70.5,2.0906915538385548e-05
70.625,1.4208899233395913e-05
70.75,1.9030068714613534e-05
70.875,2.3884545822937697e-05
71.0,3.616814068707206e-05
71.125,8.467728121177166e-05
71.25,4.0535634011079135e-05
71.375,1.1264398934811894e-05
71.5,8.755761334236101e-06
71.625,6.7881502982999365e-06
71.75,1.5099459556251027e-05
71.875,1.2202024629531602e-05
72.0,1.4403405466404215e-05
72.125,7.056403793711178e-06
72.25,1.5273231596848505e-05
72.375,1.3957686847096475e-05
72.5,8.611976760528184e-06
72.625,8.486308393677745e-06
72.75,1.1096897696869936e-05
72.875,7.20695429969115e-06
73.0,1.6223751343193032e-05
73.125,4.864684393774157e-05
73.25,2.6449378974023496e-05
73.375,1.8476982784993527e-05
73.5,1.2120000807114269e-05
73.625,9.48667188847812e-06
73.75,9.501298621485798e-06
73.875,1.5635159183714057e-05
74.0,1.2442803097905632e-05
74.125,1.7245581603620037e-05
74.25,9.821279403321642e-06
74.375,1.602119775979286e-05
74.5,2.1336876861462526e-05
74.625,9.117301872665373e-06
74.75,4.0374601396438634e-05
74.875,2.019455258173432e-05
75.0,7.430177227191862e-05
75.125,2.3551876608490548e-05
75.25,2.1116017914822792e-05
75.375,2.1529547652171567e-05
75.5,1.5122377053153457e-05
75.625,1.9793438197867005e-05
75.75,1.8044881852163157e-05
75.875,1.4761043177193698e-05
76.0,1.538431981403572e-05
76.125,1.7615314314186355e-05
76.25,1.2103107073740549e-05
76.375,1.1281401598712987e-05
76.5,1.2025821042865139e-05
76.625,1.7779366538551732e-05
76.75,7.572090367778588e-06
76.875,1.786262515428627e-05
77.0,2.055791493585496e-05
77.125,1.5512003725998324e-05
77.25,1.2721969280093909e-05
77.375,2.7100975835696446e-05
77.5,1.2250317996783214e-05
77.625,1.0268073517411913e-05
77.75,1.4707176589382406e-05
77.875,1.3968472486152761e-05
78.0,1.5866315496756816e-05
78.125,2.125310206327776e-05
78.25,1.5693722578856748e-05
78.375,1.3871067357217118e-05
78.5,1.2618782581973301e-05
78.625,1.0859245918897532e-05
78.75,1.1530181376033089e-05
78.875,1.1799635806447062e-05
79.0,8.173135506481332e-06
79.125,1.5101194662006607e-05
79.25,1.8809721092188763e-05
79.375,2.3210578153765612e-05
79.5,1.3228579317843642e-05
79.625,7.97982995354518e-06
79.75,1.3133959254177316e-05
79.875,1.1397306480176845e-05
80.0,1.181488400912377e-05
80.125,1.3422766353211152e-05
80.25,1.1069653285213952e-05
80.375,1.2958500816622665e-05
80.5,1.767319749343216e-05
80.625,4.946009933991751e-06
80.75,1.550893688135708e-05
80.875,4.779827899685048e-05
81.0,1.739150589929463e-05
81.125,1.2020959564127263e-05
81.25,9.976887254657542e-06
81.375,9.27021782032708e-06
81.5,1.1231976881106375e-05
81.625,7.879091340848132e-06
81.75,6.278880150048516e-06
81.875,1.228455609050159e-05
82.0,4.766098627239253e-05
82.125,2.1064405281675553e-05
82.25,2.2938483467743615e-05
82.375,1.6752972418636887e-05
82.5,1.5420940786316565e-05
82.625,1.6716305111577205e-05
82.75,1.627461228698261e-05
82.875,1.5442020362063448e-05
83.0,1.4870140577577223e-05
83.125,1.966303874073949e-05
83.25,1.8180464808077578e-05
83.375,1.4582091717332175e-05
83.5,1.6303525997706447e-05
83.625,1.9134206296547e-05
83.75,2.210553499849375e-05
83.875,2.34956236865362e-05
84.0,1.760470519164049e-05
84.125,2.417693217022593e-05
84.25,2.7407554056622386e-05
84.375,3.328111145464181e-05
84.5,5.881350087451319e-05
84.625,0.00014147316167090041
84.75,7.449950080892327e-05
84.875,2.0800010551295915e-05
85.0,9.359075169688194e-06
85.125,1.2005525210569254e-05
85.25,2.808444190047263e-06
85.375,6.319157736971345e-06
85.5,7.502245374586336e-06
85.625,8.699285860598616e-06
85.75,1.7132737689901702e-06
85.875,4.880279690786872e-06
86.0,6.555213829154677e-06
86.125,1.269900748465018e-05
86.25,2.0600423726951193e-05
86.375,1.8358987418944623e-05
86.5,0.00017914184927209076
86.625,0.00014502015149346644
86.75,8.515087593832511e-05
86.875,4.6178077602467635e-05
87.0,3.634720229171018e-05
87.125,3.099384273667761e-05
87.25,3.178640375033207e-05
87.375,2.780829357760669e-05
87.5,3.0239783296370196e-05
87.625,2.6523514906488568e-05
87.75,2.0032169321616014e-05
87.875,2.3639118784853968e-05
88.0,2.4396442158790045e-05
88.125,2.679933825719718e-05
88.25,2.963961682922013e-05
88.375,6.781123981859907e-05
88.5,5.8658906213839314e-05
88.625,1.8818129310347513e-05
88.75,1.7153751519639816e-05
88.875,3.109154113278494e-05
89.0,2.5999161703575995e-05
89.125,2.7626304773110574e-05
89.25,1.950487540086732e-05
89.375,1.5931200664665233e-05
89.5,1.4255480391985589e-05
89.625,1.591279947178775e-05
89.75,1.9675217088677923e-05
89.875,2.062836853883874e-05
90.0,1.593329189410076e-05
90.125,1.617658562748585e-05
90.25,1.2987429289353676e-05
90.375,3.775354889862713e-05
90.5,1.9813233474830518e-05
90.625,1.7291239356207835e-05
90.75,1.706552977699149e-05
90.875,1.8191287940102462e-05
91.0,2.8617638549996554e-05
91.125,5.503327759846422e-05
91.25,2.3608823775630404e-05
91.375,1.2281031804449346e-05
91.5,1.2375800449908154e-05
91.625,2.0401080475917414e-05
91.75,1.4287400663506984e-05
91.875,1.967291074546672e-05
92.0,1.3943533915619244e-05
92.125,1.8777402654610226e-05
92.25,1.6074110640983797e-05
92.375,1.8580258737688723e-05
92.5,1.89466836886487e-05
92.625,1.752234754764196e-05
92.75,1.4961815690552437e-05
92.875,1.3785304659548531e-05
93.0,1.8012608606435766e-05
93.125,1.5041949045543938e-05
93.25,1.9009977543365255e-05
93.375,1.8028221119538387e-05
93.5,1.791735528107588e-05
93.625,1.2735479783160601e-05
93.75,1.8612221780252543e-05
93.875,1.9977630173800084e-05
94.0,1.99286410680492e-05
94.125,1.7299899094208208e-05
94.25,2.2869413547778742e-05
94.375,1.0146430513481964e-05
94.5,2.330627696763092e-05
94.625,1.918334330994616e-05
94.75,1.7189110428894308e-05
94.875,2.158063364665205e-05
95.0,1.912507963351741e-05
95.125,9.283866388387344e-06
95.25,2.0427890427032867e-05
95.375,1.8926206193380087e-05
95.5,2.3410195852107333e-05
95.625,1.954277803110943e-05
95.75,2.5103916478965973e-05
95.875,1.8500808940128576e-05
96.0,2.2863802218593635e-05
96.125,1.6907170469932816e-05
96.25,3.1765437845070366e-05
96.375,3.4903442741108316e-05
96.5,1.2046835872197917e-05
96.625,2.0752417480659344e-05
96.75,1.7014425944127825e-05
96.875,1.9133761155491945e-05
97.0,2.139268194614184e-05
97.125,2.234499591866099e-05
97.25,2.301796068475923e-05
97.375,2.56449434031844e-05
97.5,2.9938949575328416e-05
97.625,3.3056448332163735e-05
97.75,4.161736672904002e-05
97.875,4.3213160318321635e-05
98.0,6.710148905552163e-05
98.125,0.0004795791083955986
98.25,0.00012372792190662435
98.375,8.900878872455077e-05
98.5,1.8773653518796436e-05
98.625,2.2406067726754694e-05
98.75,1.5162569551288007e-05
98.875,1.201040413927564e-05
99.0,6.6074985112565655e-06
99.125,2.1470368961637717e-05
99.25,1.8451760094197788e-05
99.375,2.0473765757147296e-05
99.5,2.5611832582261326e-05
99.625,1.6622666606650787e-05
99.75,2.830217591598769e-05
99.875,1.9143305225549845e-05
100.0,3.889040521790905e-05
100.125,9.418078513060416e-06
100.25,4.37887302627313e-05
100.375,1.2589835641090015e-05
100.5,1.4727713654230078e-05
100.625,1.1423055180983186e-05
100.75,1.0606885823869543e-05
100.875,2.7826736144211836e-05
101.0,4.090028765906666e-05
101.125,1.993062235152594e-05
101.25,2.0574342011128094e-05
101.375,1.496033573097427e-05
101.5,2.276665150074056e-05
101.625,2.602004399997162e-05
101.75,2.6724275986694012e-05
101.875,2.354917625034963e-05
102.0,2.358882171463609e-05
102.125,3.1995117351526406e-05
102.25,2.051573507354095e-05
102.375,3.2057335475900865e-05
102.5,3.9673426421867e-05
102.625,3.811883681903546e-05
102.75,4.161290538934899e-05
102.875,4.272715331815472e-05
103.0,4.8401985422942565e-05
103.125,5.1929729393290175e-05
103.25,7.28630256394628e-05
103.375,9.079976736306523e-05
103.5,0.00010832922187510169
103.625,0.00018887797212500094
103.75,0.0005685307624232058
103.875,0.0005511541855000034
104.0,0.0001643652157499047
104.125,0.00010107718762062266
104.25,7.481756371590932e-05
104.375,5.769926592206643e-05
104.5,5.255133951815734e-05
104.625,4.734913508116368e-05
104.75,3.3291332197064904e-05
104.875,3.0259195145161524e-05
105.0,3.4706118659304126e-05
105.125,2.59071255174294e-05
105.25,2.7738366197068126e-05
105.375,2.3091461626268295e-05
105.5,1.5798538184409334e-05
105.625,2.538860069287566e-05
105.75,2.177697769318147e-05
105.875,6.3152842366336945e-06
106.0,2.9780167255237752e-05
106.125,2.0192272124852453e-05
106.25,9.705820585205904e-06
106.375,2.1389529014614254e-05
106.5,2.1270165725111387e-05
106.625,1.91940560967453e-06
106.75,6.765125633602805e-06
106.875,6.343798965868723e-06
107.0,1.996108460236332e-05
107.125,1.2768791832290975e-05
107.25,1.0563857932411627e-05
107.375,1.2375738829798039e-05
107.5,1.566222461536121e-05
107.625,1.0237745206581749e-05
107.75,1.4395571976880146e-05
107.875,3.079721606495243e-05
108.0,1.3346318674178531e-05
108.125,1.7093332332790343e-05
108.25,1.8250228098257584e-05
108.375,7.731555026634835e-06
108.5,2.2650713614573678e-05
108.625,1.3454253990347141e-05
108.75,1.5375269809885918e-05
108.875,1.542665148720237e-05
109.0,1.5900209498557052e-05
109.125,1.9843638099944336e-05
109.25,2.1577341285576785e-05
109.375,1.63974723796007e-05
109.5,1.2358782987626734e-05
109.625,2.725851461081392e-05
109.75,3.972222378781752e-05
109.875,1.4316094342176876e-05
110.0,7.682834143750593e-06
110.125,4.465040907711036e-05
110.25,2.763802866579491e-05
110.375,1.6942173888036926e-05
110.5,1.0129782145306918e-05
110.625,3.771288108113059e-05
110.75,2.850558438172831e-05
110.875,3.392019165072696e-05
111.0,2.126890568152267e-05
111.125,2.4693776496922068e-05
111.25,2.993897181739624e-05
111.375,3.308201382910831e-05
111.5,4.1261818519307024e-05
111.625,0.00010757635505556099
111.75,4.7327999317092403e-05
111.875,1.3774246569404296e-05
112.0,1.6874954018700595e-05
